BE0000048	凝血酶原
BE0004094	甲戊酸激酶
BE0003866	脱氢喹啉合酶
BE0003351	O-GlcNAcase NagJ
BE0003404	极光激酶B
BE0001016	Rho相关蛋白激酶1
BE0004142	2-C-甲基-D-赤藓糖醇2,4-环二磷酸合酶
BE0002408	酪氨酸蛋白激酶JAK2
BE0003788	死亡相关蛋白激酶3
BE0003493	酪氨酸蛋白激酶JAK3
BE0004146	非受体酪氨酸蛋白激酶TYK2
BE0003352	稀土肉桂霉素
BE0003353	蛋白酶体亚单位α
BE0004188	蛋白酶体β亚单位
BE0003354	光系统Q（B）蛋白1
BE0003077	肽聚糖识别蛋白3
BE0003356	D-丙氨酰-D-丙氨酸羧肽酶
BE0003357	2-氧代-1,2-二氢喹啉8-单加氧酶，加氧酶组分
BE0003358	推测的氨基氧化酶
BE0003958	酪蛋白激酶I亚型γ-3
BE0004274	核糖体蛋白S6激酶α-1
BE0003360	聚羟基丁酸解聚酶，推定
BE0003361	2,3-二氯-1-丙醇脱卤酶
BE0002401	P2Y嘌呤受体2
BE0003367	DNA定向RNA聚合酶亚单位β
BE0003368	DNA定向RNA聚合酶亚单位β'
BE0003859	细胞色素b-c1复合物亚单位10
BE0003363	血红素加氧酶
BE0004946	肌球蛋白轻链激酶2，骨骼肌\/心肌
BE0000911	C-C趋化因子受体5型
BE0002369	ATP结合盒B亚家族成员5
BE0001067	ATP结合盒亚家族G成员2
BE0004749	50S核糖体蛋白L2
BE0001103	降钙素基因相关肽1
BE0009009	降钙素基因相关肽1型受体
BE0002371	神经介质K受体
BE0004382	RNA聚合酶II转录亚单位1的介体
BE0002372	蛋白质法尼基转移酶亚基β
BE0002373	蛋白质法尼基转移酶\/香叶基基转移酶1型亚单位α
BE0003528	生长抑素受体2型
BE0002147	生长抑素受体5型
BE0002426	心钠素受体3
BE0009912	肽聚糖前体
BE0009913	细菌细胞壁肽桥连片段
BE0009914	五甘醇桥联段
BE0002434	外排氮氧化物二硫化物硫醇交换器2
BE0002391	麦加
BE0002091	纤维蛋白原β链
BE0002382	花生四烯酸5-脂氧合酶激活蛋白
BE0002447	黑素细胞刺激激素受体
BE0004746	阿诺ctamin-1
BE0002399	钾电压门控通道亚家族KQT成员4
BE0000489	钾电压门控通道亚家族E成员1
BE0000183	B细胞受体CD22
BE0002460	E3泛素蛋白连接酶UBR4
BE0002439	粘蛋白-16
BE0002414	DNA-（无嘌呤或无嘧啶位点）裂解酶
BE0002402	40S核糖体蛋白SA
BE0002404	含去整合素和金属蛋白酶结构域的蛋白质10
BE0002394	NF-κB必需调节剂
BE0002451	神经肽Y受体1型
BE0002452	神经肽Y受体5型
BE0002418	神经肽Y受体4型
BE0002133	成纤维细胞生长因子受体3
BE0008667	组蛋白脱乙酰基酶
BE0002422	α-半乳糖苷酶A
BE0002424	DNA聚合酶
BE0002250	1,25-二羟维生素D（3）24羟化酶，线粒体
BE0003412	含去整合素和金属蛋白酶结构域的蛋白质9
BE0002478	端粒酶结合蛋白EST1A
BE0002479	N末端激酶样蛋白
BE0003513	B2缓激肽受体
BE0003394	脑源性神经营养因子
BE0002403	依赖RNA的RNA聚合酶
BE0002420	白细胞介素-4受体亚单位α
BE0002421	白细胞介素-13受体亚单位α-2
BE0003508	甲状旁腺激素\/甲状旁腺激素相关肽受体
BE0000974	代谢型谷氨酸受体2
BE0002342	代谢型谷氨酸受体3
BE0004224	癌胚抗原相关细胞粘附分子5
BE0003376	小鼠苗条素受体
BE0003373	多蛋白
BE0002409	血小板活化因子乙酰水解酶
BE0004790	HLA-DR
BE0003298	β-4整合素
BE0003414	整合素β-7
BE0003387	C-C趋化因子受体2型
BE0003411	血小板衍生生长因子D
BE0003393	磷酸二酯酶2A，cGMP刺激
BE0003397	微管蛋白α-3E链
BE0003398	推测的微管蛋白样蛋白α-4B
BE0003400	微管蛋白β-2A链
BE0003401	微管蛋白β-2B链
BE0003402	微管蛋白β-6链
BE0003381	丝氨酸\/苏氨酸蛋白激酶Chk2
BE0003382	丝氨酸\/苏氨酸蛋白激酶Chk1
BE0009715	无特征MFS型运输机EfpA
BE0009714	类核相关蛋白Lsr2
BE0009716	Cyd操纵子，结核分枝杆菌
BE0003390	丝裂原活化蛋白激酶11
BE0003391	丝裂原活化蛋白激酶13
BE0000954	成髓细胞素
BE0003406	BCR\/ABL p210融合蛋白
BE0003378	葡萄糖依赖性促胰岛素受体
BE0003409	γ-分泌酶亚单位APH-1A
BE0003410	γ-分泌酶亚单位PEN-2
BE0002481	粒细胞巨噬细胞集落刺激因子
BE0002482	GM-CSF受体α亚单位
BE0002389	恒河猴D型抗原
BE0000955	磷脂酰肌醇3-激酶调节亚单位α
BE0002383	磷脂酰肌醇3-激酶调节亚单位β
BE0002384	磷脂酰肌醇3-激酶调节亚单位γ
BE0002387	核因子NF-κB p100亚单位
BE0002413	烟酰胺磷酸核糖转移酶
BE0002380	PcrV
BE0002381	蛋氨酸-tRNA连接酶
BE0000104	酮亚胺还原酶
BE0002416	HLA II类组织相容性抗原，DRB1-1β链
BE0003813	V型质子ATP酶B亚单位，脑亚型
BE0003003	蛋白酪氨酸磷酸酶
BE0002423	NADPH氧化酶1
BE0002427	乙型肝炎表面抗原
BE0004731	蛋白酪氨酸激酶6
BE0002438	白细胞介素-13
BE0002444	角鲨烯合酶
BE0002446	上皮细胞粘附分子
BE0003440	血小板生成素受体
BE0002455	胶质瘤发病相关蛋白1
BE0000619	钾转运ATP酶β亚单位
BE0002471	C-C基序趋化因子3
BE0009346	钠\/碘协同转运器
BE0009875	微生物蛋白质
BE0003371	金属蛋白酶抑制剂3
BE0003374	巨噬细胞成红细胞附着器
BE0003375	清道夫受体富含半胱氨酸的1型蛋白M130
BE0003377	CD9抗原
BE0003384	内皮素-1
BE0003386	整合酶，催化核心
BE0003388	硫氧还蛋白还原酶2，线粒体
BE0003389	Eotaxin
BE0000961	白细胞介素-8
BE0002854	β-2-糖蛋白1
BE0003415	白细胞介素-23亚单位α
BE0004701	NS3\/4A蛋白
BE0004845	ApoB-100的mRNA
BE0003399	游离脂肪酸受体4
BE0003341	天冬氨酸氨甲酰转移酶催化链
BE0003396	肽聚糖合酶FtsI
BE0009697	磷酸二酯酶同工酶4
BE0008663	白细胞介素-23
BE0003481	转化生长因子β-2
BE0003407	羧肽酶B2
BE0000070	第10组分泌型磷脂酶A2
BE0002484	白细胞介素-10
BE0003422	远上游元件结合蛋白1
BE0003424	cAMP依赖性蛋白激酶II型α调节亚单位
BE0004703	甲状旁腺激素2受体
BE0003427	基因组多蛋白
BE0004857	甘氨酸受体（α-1\/β）
BE0003429	CAMP磷酸二酯酶
BE0003433	肿瘤坏死因子受体超家族成员10B
BE0003435	生长\/分化因子8
BE0003436	程序性细胞死亡蛋白1
BE0001150	基质细胞衍生因子1
BE0003223	炭疽毒素受体2
BE0003447	炭疽毒素受体1
BE0003461	肿瘤坏死因子受体超家族成员11A
BE0003462	信号转导和转录激活因子3
BE0002458	血浆蛋白酶C1抑制剂
BE0003468	KiSS-1受体
BE0003473	跨膜糖蛋白NMB
BE0008666	DMD-001基因（外显子51靶位）
BE0003437	Gag多蛋白
BE0003430	丝裂原活化蛋白激酶1
BE0003431	蛋白激酶Cε型
BE0003432	热休克蛋白β-1
BE0003434	着丝粒相关蛋白E
BE0003470	钙蛋白酶-3
BE0004601	极光激酶C
BE0004839	NAPQI（N-乙酰基-p-苯醌亚胺）
BE0009339	自由基
BE0005802	G蛋白偶联受体55
BE0003477	肌浆\/内质网钙ATP酶2
BE0003465	低亲和力免疫球蛋白εFc受体
BE0000887	细胞毒性T淋巴细胞蛋白4
BE0003512	酪蛋白激酶I亚型ε
BE0009857	透明质酸
BE0004717	钾电压门控通道亚家族A成员5
BE0003483	HLA I类组织相容性抗原A-3α链
BE0003484	丝氨酸\/苏氨酸蛋白激酶UL97
BE0002103	层粘连蛋白亚单位α-5
BE0002106	层粘连蛋白亚单位β-1
BE0002107	层粘连蛋白亚单位γ-1
BE0002108	层粘连蛋白亚单位α-1
BE0002111	层粘连蛋白亚单位α-3
BE0003489	白三烯B4受体2
BE0003490	白三烯B4受体1
BE0009964	半胱天冬酶-4
BE0003514	热休克因子蛋白1
BE0002859	白细胞介素-6受体亚单位α
BE0003516	胆固醇酯转移蛋白
BE0004004	NS3蛋白酶
BE0004753	钠\/葡萄糖共转运蛋白2
BE0003492	猛击家庭成员7
BE0003494	内皮糖蛋白
BE0003479	肿瘤坏死因子受体超家族成员8
BE0003495	血小板衍生生长因子B亚单位
BE0003496	B淋巴细胞抗原CD19
BE0003498	胶原α-4（IV）链
BE0001196	肿瘤坏死因子受体超家族成员5
BE0004734	白细胞介素-1α
BE0004735	白细胞介素-1受体拮抗蛋白
BE0000457	外核苷酸焦磷酸酶\/磷酸二酯酶家族成员1
BE0003090	粘着斑激酶1
BE0000239	脂蛋白脂肪酶
BE0003507	黑素酶
BE0001006	CD40配体
BE0003519	单核细胞分化抗原CD14
BE0001113	CD44抗原
BE0003520	白细胞介素-4
BE0003501	粘蛋白-1
BE0004714	SH2B衔接蛋白3
BE0004744	双特异性丝裂原活化蛋白激酶2
BE0004745	丝裂原活化蛋白激酶2
BE0004384	钙\/钙调蛋白依赖性蛋白激酶Ⅱ型亚单位γ
BE0004715	钾电压门控通道亚家族A成员2
BE0004718	钾电压门控通道亚家族A成员6
BE0004719	钾电压门控通道亚家族A成员7
BE0004720	钾电压门控通道亚家族A成员10
BE0004721	钾电压门控通道亚家族B成员1
BE0004722	钾电压门控通道亚家族B成员2
BE0004723	钾电压门控通道亚家族C成员1
BE0004724	钾电压门控通道亚家族C成员2
BE0004725	钾电压门控通道亚家族C成员3
BE0004726	钾电压门控通道亚家族D成员1
BE0002222	K物质受体
BE0000452	生长抑素受体1型
BE0003529	生长抑素受体3型
BE0004817	钙离子
BE0004824	酪氨酸
BE0009719	糖皮质激素结合蛋白
BE0008953	COUP转录因子1
BE0005824	TGF-β激活激酶1和MAP3K7结合蛋白1
BE0009326	30kDa即刻早期蛋白2
BE0009327	45kDa即刻早期蛋白2
BE0008968	α-肌动蛋白-1
BE0009007	n-2
BE0004671	氨甲酰磷酸合酶[氨]，线粒体
BE0004855	整合酶
BE0003729	磷脂酰肌醇3-激酶催化亚基3型
BE0009124	二氢叶酸还原酶（dfrB）
BE0003736	类胰蛋白酶α\/β-1
BE0003737	无机焦磷酸酶
BE0003741	2,3-二酮基-5-甲基硫代戊基-1-磷酸烯醇化酶
BE0003742	核受体相互作用蛋白1
BE0003743	枯草杆菌素DY
BE0001730	羊毛甾醇14α去甲基酶
BE0003744	SDS水解酶SdsA1
BE0003745	丝氨酸\/苏氨酸蛋白激酶PLK1
BE0003746	前列腺蛋白
BE0003747	糜蛋白酶样弹性蛋白酶家族成员2A
BE0003748	1-脱氧戊烯酸11β羟化酶
BE0003752	基因组多蛋白
BE0003754	含去整合素和金属蛋白酶结构域的蛋白质17
BE0003755	MIO依赖性酪氨酸2,3-氨基变位酶
BE0003759	2-羟基铬烯-2-羧酸异构酶
BE0003760	细胞色素P450
BE0003763	中性神经酰胺酶
BE0003764	脂肪酶
BE0003765	UDP-N-乙酰壁氨酰三肽——D-丙氨酰-D-丙氨酸连接酶
BE0003769	受体型酪氨酸蛋白磷酸酶β
BE0003770	尿嘧啶DNA糖苷酶
BE0003771	DNA聚合酶III亚单位β
BE0003772	丝裂原活化蛋白激酶9
BE0003773	DNA连接酶
BE0003774	BAG家族分子伴侣调节因子1
BE0003776	腺苷高胱氨酸酶
BE0003781	氧化甾醇受体LXRα
BE0003510	Bcl-2样蛋白1
BE0003784	O-甲基转移酶
BE0003785	芳基硫酸盐硫转移酶
BE0003792	钙\/钙调蛋白依赖性蛋白激酶II型β亚单位
BE0003793	内皮素转化酶1
BE0003796	丝氨酸\/苏氨酸蛋白激酶Nek2
BE0001142	香叶基香叶基转移酶1型β亚基
BE0003798	聚ADP核糖聚合酶2
BE0003799	基因组多蛋白
BE0003800	推测的FAD单加氧酶
BE0003801	复制酶多蛋白1ab
BE0003802	铁氧还蛋白卡拉克
BE0003803	咔唑末端加氧酶组分
BE0003804	Gag-Pol多蛋白
BE0003807	原卟啉原氧化酶
BE0003808	原卟啉原氧化酶
BE0003809	内着丝粒蛋白
BE0003812	丙二酰辅酶A酰基载体蛋白转酰酶，线粒体
BE0003820	周质寡肽结合蛋白
BE0003838	细胞周期蛋白同系物
BE0003839	丝氨酸\/苏氨酸蛋白激酶\/内核糖核酸酶IRE1
BE0003853	丝氨酸\/苏氨酸蛋白激酶PknG
BE0003862	[丙酮酸脱氢酶[脂酰胺]]激酶同工酶1，线粒体
BE0003863	羟霉酸合成酶MmaA4
BE0003864	pH门控钾通道
BE0003865	非特征蛋白PA1000
BE0003867	甲状腺激素受体α亚型1变体
BE0003868	3-氧酰基-[酰基载体蛋白]合酶3
BE0003869	β-己糖胺酶
BE0003870	DNA聚合酶卡帕
BE0003871	DNA聚合酶I
BE0002456	尿苷磷酸化酶1
BE0003880	3-羟酰基-[酰基载体蛋白]脱水酶FabZ
BE0003891	5'-甲基硫代腺苷\/S-腺苷同型半胱氨酸核苷酶
BE0003956	2'-羟基联苯-2-亚硫酸盐脱硫酶
BE0003960	延胡索酸还原酶铁硫亚基
BE0003961	延胡索酸还原酶C亚基
BE0003962	延胡索酸还原酶D亚基
BE0003963	CHRNA7-FAM7A融合蛋白
BE0003964	环氧化物水解酶
BE0003965	生物素\/脂酰附着蛋白
BE0003966	丙酮酸羧化酶
BE0003967	Gag-Pol多蛋白
BE0003968	维甲酸诱导丝氨酸羧肽酶
BE0003969	2-羟基-6-氧代-6-苯基六-2,4-二元酸水解酶
BE0003185	推测的烷基硫酸酯酶
BE0003984	酪蛋白激酶II亚单位α'
BE0003985	组蛋白脱乙酰酶样氨基水解酶
BE0003916	蛋白酶体亚单位α-7型
BE0004002	ATP依赖的Clp蛋白酶水解亚单位
BE0004005	Sortase B
BE0004012	双特异性酪氨酸磷酸化调节激酶1A
BE0004014	复制酶多蛋白1a
BE0004015	AppA蛋白
BE0004025	硫醌还原酶
BE0004026	硫醌还原酶，推测
BE0004029	捕光蛋白B-800\/850β1链
BE0004030	捕光蛋白B-800\/850α链
BE0004031	5'-甲基硫代腺苷\/S-腺苷同型半胱氨酸核苷酶
BE0004032	核糖核酸酶H
BE0004041	类STE20丝氨酸\/苏氨酸蛋白激酶
BE0004042	钙\/钙调蛋白依赖性IV型蛋白激酶
BE0004043	双特异性蛋白激酶CLK3
BE0004046	延胡索酸还原酶黄素蛋白亚基
BE0004047	延胡索酸还原酶铁硫亚基
BE0004048	延胡索酸还原酶细胞色素b亚单位
BE0003611	细胞色素P450 2C18
BE0004049	聚ADP核糖聚合酶3
BE0004057	核受体辅激活子5
BE0004058	I型聚酮合酶PikAIV
BE0004059	细胞色素P450 130
BE0004062	Pol多蛋白
BE0004063	血凝素
BE0002868	血凝素
BE0004064	MAP激酶激活蛋白激酶3
BE0004067	羟甲基戊二酰辅酶A合成酶，细胞质
BE0004077	细胞周期蛋白依赖激酶16
BE0004078	内切-1,4-β-木聚糖酶Z
BE0004079	Est1e
BE0004071	GTPase KRas
BE0004080	新卡菌素
BE0004091	2-C-甲基-D-赤藓糖醇2,4-环二磷酸合酶
BE0004092	蓝胆菌nisin-Z
BE0004095	D-丙氨酸——D-丙氨酸连接酶
BE0001172	RACβ丝氨酸\/苏氨酸蛋白激酶
BE0004097	脯氨酰三肽基肽酶
BE0004098	芳基乙酰胺脱乙酰酶样2
BE0004099	苯丙氨酸——tRNA连接酶α亚单位
BE0004100	苯丙氨酸——tRNA连接酶β亚单位
BE0004101	A型肉毒神经毒素
BE0004102	邦特\/答
BE0004103	血小板活化因子乙酰水解酶IB亚单位γ
BE0004108	钙\/钙调蛋白依赖性蛋白激酶Ⅱ型亚单位δ
BE0004109	丝氨酸\/苏氨酸蛋白激酶MST4
BE0004110	UDP-3-O-[3-羟基肉豆蔻酰]N-乙酰氨基葡萄糖脱乙酰基酶
BE0004115	4-羟基扁桃酸合酶
BE0004116	磷脂酶D
BE0004118	Profilin-1
BE0004119	非特征蛋白质
BE0004120	Gag-Pol多蛋白
BE0004121	4,5:9,10-diseco-3-羟基-5,9,17-三氧雄甾-1（10），2-二烯-4-燕麦水解酶
BE0004122	烯醇化酶磷酸酶E1
BE0004124	谷胱甘肽S-转移酶
BE0004125	邻苯二酚2,3-双加氧酶
BE0004126	甲酸脱氢酶，硝酸盐诱导，主要亚基
BE0004127	甲酸脱氢酶，硝酸盐诱导，铁硫亚基
BE0004128	硝酸盐诱导的甲酸脱氢酶细胞色素b556（fdn）亚单位
BE0004129	NapC\/NirT细胞色素c家族蛋白
BE0004130	细胞色素c亚硝酸盐还原酶，催化亚单位NfrA，推测
BE0004131	调节蛋白SdiA
BE0004137	谷氨酸消旋酶
BE0004138	二氢叶酸还原酶
BE0000706	高亲和力cAMP特异性3'，5'-环磷酸二酯酶7A
BE0003717	高亲和力cAMP特异性和IBMX不敏感的3'，5'-环磷酸二酯酶8A
BE0004140	肾上腺素A型受体7
BE0004147	钙\/钙调素依赖性蛋白激酶1G型
BE0004150	激肽释放酶-7
BE0004153	可能的L-赖氨酸-ε氨基转移酶
BE0004154	生物素羧化酶
BE0004156	MKL\/心肌蛋白样蛋白1
BE0004157	蛋白质螺旋同源物2
BE0004158	转录激活蛋白TraR
BE0004159	可能的转录激活蛋白TraR
BE0004160	可能的转录抑制因子TraM
BE0004155	Met原癌基因变体
BE0004189	β-甘露糖苷酶
BE0004190	B类碳青霉烯酶VIM-2
BE0004191	Rho相关蛋白激酶2
BE0004193	细菌调节蛋白，TetR家族
BE0004194	肽基脯氨酰顺反异构酶A
BE0004197	30S核糖体蛋白S12
BE0004198	30S核糖体蛋白S11
BE0004199	30S核糖体蛋白S13
BE0004200	30S核糖体蛋白S14 Z型
BE0004201	30S核糖体蛋白S15
BE0004202	30S核糖体蛋白S16
BE0004203	30S核糖体蛋白S17
BE0004204	30S核糖体蛋白S18
BE0004205	30S核糖体蛋白S19
BE0004206	30S核糖体蛋白S20
BE0004207	30S核糖体蛋白S4
BE0004208	30S核糖体蛋白S5
BE0004209	30S核糖体蛋白S6
BE0004210	30S核糖体蛋白S7
BE0004211	30S核糖体蛋白S8
BE0004212	30S核糖体蛋白S9
BE0004213	30S核糖体蛋白Thx
BE0004214	30S核糖体蛋白S17
BE0004215	30S核糖体蛋白S20
BE0004216	30S核糖体蛋白S2
BE0004217	30S核糖体蛋白S3
BE0004218	30S核糖体蛋白S9
BE0004219	30S核糖体蛋白S19
BE0004220	30S核糖体蛋白S2
BE0004221	30S核糖体蛋白S3
BE0004222	依赖FMN的NADH-偶氮还原酶1
BE0004223	非特征蛋白质
BE0004225	AFA-III型纤毛粘附素
BE0003366	DNA定向RNA聚合酶亚单位α
BE0003369	DNA定向RNA聚合酶亚单位ω
BE0003370	RNA聚合酶西格玛因子
BE0004226	基因组多蛋白
BE0004227	基因组多蛋白
BE0004228	基因组多蛋白
BE0004229	基因组多蛋白
BE0004230	基因组多蛋白
BE0004231	基因组多蛋白
BE0004232	脂肪酸代谢调节蛋白
BE0004233	烯醇辅酶Aδ异构酶2，线粒体
BE0004234	恢复素
BE0004235	非荧光黄蛋白
BE0004237	蛋白质Nef
BE0000358	钙调神经磷酸酶B亚单位1型
BE0004238	丝氨酸\/苏氨酸蛋白磷酸酶2B催化亚单位α亚型
BE0004239	α-吡喃酮合成聚酮合酶样Pks18
BE0004240	基因组多蛋白
BE0004241	多蛋白
BE0004243	Gag多蛋白
BE0004244	鸟苷酰环化酶激活蛋白1
BE0004246	R2样配体结合氧化酶
BE0004248	二氢叶酸还原酶
BE0004249	肌动蛋白相关蛋白2\/3复合亚基1B
BE0004250	肌动蛋白相关蛋白2
BE0004251	肌动蛋白相关蛋白3
BE0004252	肌动蛋白相关蛋白2\/3复合亚基2
BE0004253	肌动蛋白相关蛋白2\/3复合亚基3
BE0004254	肌动蛋白相关蛋白2\/3复合亚基4
BE0004255	肌动蛋白相关蛋白2\/3复合亚基5
BE0004256	脂肪酸氧化复合物α亚单位
BE0004257	3-酮酰辅酶A硫酶
BE0001305	铁过量受体
BE0004259	萘1,2-双加氧酶亚单位α
BE0004260	萘1,2-双加氧酶β亚单位
BE0004261	DNA定向RNA聚合酶亚单位α
BE0004263	谷氨酸消旋酶
BE0004264	Ig重链V-I区ND
BE0004265	Ig lambda链V区域4A
BE0004266	长链N-酰基氨基酸合酶
BE0004267	4-羟基苯丙酮酸双加氧酶
BE0004268	肽去甲酰化酶
BE0004269	转录激活蛋白LasR
BE0004270	酪蛋白激酶I亚型γ-1
BE0004271	酪氨酸蛋白激酶
BE0004272	长链脂肪酸——辅酶A连接酶ACSBG1
BE0004275	运输蛋白颗粒复合物亚基6A
BE0004276	运输蛋白颗粒复合物亚基6B
BE0004277	运输蛋白颗粒复合物亚基5
BE0004278	运输蛋白颗粒复合物亚基4
BE0004279	运输蛋白颗粒复合物亚单位1
BE0004280	双功能蛋白GlmU
BE0004282	胆毒素
BE0004283	聚ADP核糖聚合酶15
BE0004285	非特征脂蛋白YbbD
BE0004286	磷酸烯醇式丙酮酸蛋白磷酸转移酶
BE0004287	CAI-1自诱导合成酶
BE0004288	菱形蛋白酶GlpG
BE0004289	子宫珠蛋白
BE0004291	磷脂酶D
BE0004292	肌球蛋白轻链6B
BE0004293	肌球蛋白调节轻链12A
BE0004294	肌球蛋白-7
BE0004312	Ig重链V-III区域凸轮
BE0004313	青霉素结合蛋白1B
BE0004321	酪氨酸蛋白激酶转化蛋白Src
BE0004322	亮氨酸\/苯丙氨酸tRNA——蛋白质转移酶
BE0004324	钙\/钙调素依赖性1D型蛋白激酶
BE0003930	运输机
BE0004332	脂肪酶EstA
BE0004334	氨基肽酶
BE0000977	胰岛素受体底物1
BE0003910	蛋白酶体亚单位α1型
BE0003911	蛋白酶体亚单位α-2型
BE0003912	蛋白酶体亚单位α-3型
BE0003913	蛋白酶体亚单位α-4型
BE0003914	蛋白酶体亚单位α-5型
BE0003915	蛋白酶体亚单位α-6型
BE0002349	蛋白酶体亚单位β-2型
BE0003917	蛋白酶体亚单位β-3型
BE0003918	蛋白酶体亚单位β-4型
BE0003919	蛋白酶体亚单位β-6型
BE0003920	蛋白酶体亚单位β-7型
BE0002536	肽去甲酰化酶
BE0004336	活性蛋白
BE0004337	铁依赖性外二醇双加氧酶
BE0004339	乙型肝炎病毒受体结合蛋白
BE0004340	推测的鸟氨酸氨甲酰转移酶
BE0004341	Ig kappa链V-II区TEW
BE0004342	阿法丁
BE0004343	放线菌素聚酮合酶酰基载体蛋白
BE0004344	白细胞介素-1受体相关激酶4
BE0004345	蛋白酶1
BE0009125	烯醇基-[酰基载体蛋白]还原酶[NADH]
BE0004347	烯醇基-[酰基载体蛋白]还原酶[NADPH]FabI
BE0004348	[丙酮酸脱氢酶[脂酰胺]]激酶同工酶2，线粒体
BE0004349	推测的非活性羧酸酯酶4
BE0002884	过氧化氢酶过氧化物酶
BE0003935	基因组多蛋白
BE0004354	甲胺脱氢酶重链
BE0004355	甲胺脱氢酶轻链
BE0004356	细胞色素c-L
BE0004357	喹诺酮类血蛋白胺脱氢酶亚单位γ
BE0004358	喹血蛋白胺脱氢酶60kDa亚基
BE0004359	喹血蛋白胺脱氢酶40kDa亚基
BE0004360	P蛋白
BE0004361	分泌性脊索酸变位酶
BE0004362	芳胺脱氢酶轻链
BE0004363	芳胺脱氢酶重链
BE0004366	2型限制性内切酶EcoRV
BE0004367	CREB结合蛋白
BE0004368	反式-2-烯醇基-ACP还原酶II
BE0004375	戊二酰辅酶A脱氢酶
BE0004376	酰基辅酶A硫代酯酶13
BE0004377	硫醇：二硫键交换蛋白DsbA
BE0004378	二硫键形成蛋白B
BE0004379	NrfC蛋白
BE0004380	硫代硫酸盐还原酶
BE0004381	假想跨膜蛋白
BE0004383	谷氨酸消旋酶
BE0004385	基因组多蛋白
BE0004386	丝裂原活化蛋白激酶9
BE0004387	羧酸酯酶
BE0004389	基因组多蛋白
BE0004390	Orf1a多蛋白
BE0004391	肽去甲酰化酶
BE0004420	含蛋白1的NmrA样家族结构域
BE0004421	内切葡聚糖酶H
BE0001126	原癌基因c-Fos
BE0004702	透明质酸介导的运动受体
BE0004606	云芝核心蛋白
BE0004930	补体成分1q亚成分结合蛋白，线粒体
BE0004933	透明质酸和蛋白聚糖连接蛋白1
BE0004935	透明质酸和蛋白聚糖连接蛋白3
BE0004940	透明质酸结合蛋白2
BE0004944	拉伊林
BE0004948	稳定素-2
BE0004942	光间受体基质蛋白聚糖2
BE0004943	细胞内透明质酸结合蛋白4
BE0010044	淋巴管内皮透明质酸受体1
BE0004784	钙激活钾通道亚单位α-1
BE0004768	酸敏感离子通道3
BE0004776	钠和氯依赖的GABA转运体2
BE0004733	钠和氯依赖的GABA转运体3
BE0004777	钠和氯依赖性甜菜碱转运体
BE0002432	鞘氨醇1-磷酸受体5
BE0008652	鞘氨醇1-磷酸受体1
BE0009882	鞘氨醇1-磷酸受体4
BE0009881	鞘氨醇1-磷酸受体3
BE0004732	RNA聚合酶西格玛因子
BE0003148	胎盘生长因子
BE0004736	血管内皮生长因子B
BE0001125	α-2-抗血浆蛋白
BE0004739	蛋白酶体亚单位β-8型
BE0004737	蛋白酶体亚单位β-9型
BE0004738	蛋白酶体亚单位β-10型
BE0003502	热稳定肠毒素受体
BE0004741	含有盘状结构域的受体2
BE0004838	甲氨蝶呤
BE0004747	保护性抗原
BE0004748	ATP合酶亚基c
BE0004756	类海带棘细胞相关蛋白1
BE0004757	丝氨酸蛋白苏氨酸激酶1
BE0004758	丝氨酸\/苏氨酸蛋白激酶Nek11
BE0004759	LIM结构域激酶1
BE0004772	受体酪氨酸蛋白激酶erbB-4
BE0009920	跨膜蛋白酶丝氨酸2
BE0009664	水通道蛋白-3
BE0010055	钠\/钾转运ATP酶亚单位
BE0008651	非结构蛋白5A
BE0005863	白细胞介素-17A
BE0005864	增食欲素受体1型
BE0005865	增食欲素受体2型
BE0002395	胞浆亮氨酸tRNA合成酶
BE0008648	D类OXA-48碳青霉烯酶
BE0008649	碳青霉烯水解β-内酰胺酶KPC
BE0008650	β-内酰胺酶CTX-M-15
BE0008647	超广谱β-内酰胺酶PER-1
BE0009153	G蛋白偶联受体12
BE0009158	瞬时受体电位阳离子通道亚家族V成员2
BE0009159	瞬时受体电位阳离子通道亚家族V成员4
BE0002362	细胞色素P450 3A5
BE0002363	细胞色素P450 2D6
BE0003612	细胞色素P450 3A7
BE0009154	芳基烷基胺N-乙酰转移酶
BE0009156	N-酰基乙醇胺水解酸性酰胺酶
BE0008658	促肾上腺皮质激素释放因子受体1
BE0010052	3-酮酰辅酶A硫酶，线粒体
BE0008624	GD2-双唾液酸神经节苷脂
BE0010057	超氧化物歧化酶
BE0009273	生长抑素受体4型
BE0008653	焦磷酸盐
BE0005793	P2X嘌呤受体4
BE0005156	组蛋白H2B 1型-C\/E\/F\/G\/I
BE0005131	组蛋白H1。4.
BE0005013	肌动蛋白，细胞质2
BE0008956	60kDa热休克蛋白，线粒体
BE0008957	热休克70 kDa蛋白13
BE0008958	细胞生长调节核仁蛋白
BE0008959	40S核糖体蛋白S2
BE0009139	富含丝氨酸\/精氨酸的剪接因子1
BE0008960	异质核核糖核蛋白A2\/B1
BE0008961	异质核核糖核蛋白H
BE0008962	异质核核糖核蛋白H3
BE0008963	钴-precorrin-5B C（1）-甲基转移酶
BE0008964	异质核核糖核蛋白L
BE0008965	剪接因子，富含脯氨酸和谷氨酰胺
BE0008966	剪接因子3A亚单位2
BE0008967	活化蛋白C激酶1受体
BE0000039	转酮酶
BE0008970	应激诱导磷蛋白1
BE0008971	平移延伸因子1α1-类14
