C0000786	['流产（自然流产）']
C4268996	['妊娠合并子痫，未指明妊娠期']
C4268997	['妊娠中期合并子痫']
C4268998	['妊娠晚期子痫']
C4268999	['分娩合并子痫']
C4269000	['产褥期并发子痫']
C4269001	['未指明的产妇高血压，分娩并发症']
C4269002	['未指明的产妇高血压，使产褥期并发症']
C4269003	['口服降糖药控制妊娠期糖尿病']
C4269004	['口服降糖药控制分娩期妊娠期糖尿病']
C4269005	['产褥期妊娠糖尿病，口服降糖药控制']
C4269006	['因其他胎儿畸形导致比例失调的孕产妇护理，不适用或未指明']
C4269007	['因其他胎儿畸形导致比例失调的孕产妇护理，胎儿1']
C4269008	['因其他胎儿畸形导致比例失调的孕产妇护理，胎儿2']
C4269009	['因其他胎儿畸形导致比例失调的孕产妇护理，胎儿3']
C4269010	['因其他胎儿畸形导致比例失调的孕产妇护理，胎儿4']
C4269011	['因其他胎儿畸形导致比例失调的孕产妇护理，胎儿5']
C4269012	['因其他胎儿畸形、其他胎儿畸形导致比例失调的孕产妇护理']
C4269015	['剖宫产术后下横切口瘢痕的产妇护理']
C4269016	['剖宫产术后垂直疤痕的孕产妇护理']
C4269018	['剖宫产术后不明类型疤痕的孕产妇护理']
C4269020	['完全性前置胎盘NOS或无出血']
C4269021	['完全性前置胎盘NOS或无出血，妊娠期未指明']
C4269022	['妊娠早期完全前置胎盘NOS或无出血']
C4269023	['妊娠中期完全前置胎盘NOS或无出血']
C4269024	['妊娠晚期完全前置胎盘NOS或无出血']
C4269025	['完全性前置胎盘出血']
C4269026	['完全性前置胎盘伴出血，未指定妊娠期']
C4269027	['妊娠早期完全性前置胎盘出血']
C4269028	['妊娠中期完全性前置胎盘出血']
C4269029	['妊娠晚期完全性前置胎盘出血']
C4269030	['部分前置胎盘无出血']
C4269031	['边缘前置胎盘，NOS或无出血']
C4269032	['部分前置胎盘NOS或无出血，未指明妊娠期']
C4269033	['部分前置胎盘NOS或无出血，孕早期']
C4269034	['部分前置胎盘NOS或无出血，妊娠中期']
C4269035	['妊娠晚期部分前置胎盘NOS或无出血']
C4269037	['边缘前置胎盘出血']
C4269038	['部分前置胎盘出血，未指定妊娠期']
C4269039	['妊娠早期部分前置胎盘出血']
C4269040	['妊娠中期部分前置胎盘出血']
C4269041	['妊娠晚期部分前置胎盘出血']
C4269042	['胎盘NOS低植入或无出血']
C4269043	['低位胎盘NOS或无出血，未指明妊娠期']
C4269044	['低位胎盘NOS或无出血，孕早期']
C4269045	['妊娠中期，低位胎盘NOS或无出血']
C4269046	['低位胎盘NOS或无出血，妊娠晚期']
C4269047	['胎盘低位植入伴出血']
C4269048	['低位胎盘出血，未指定妊娠期']
C4269049	['妊娠早期低胎盘出血']
C4269050	['妊娠中期低位胎盘出血']
C4269051	['妊娠晚期低位胎盘出血']
C4269052	['分娩时会阴三度撕裂伤，未指明']
C4269054	['分娩时会阴三度撕裂，肛门外括约肌（EAS）厚度超过50%']
C4269055	['分娩时会阴部三度撕裂，同时伴有肛门外括约肌（EAS）和肛门内括约肌（IAS）撕裂']
C4270114	['肺动脉导管引起的血流感染']
C4270115	['肺动脉导管引起的局部感染']
C4270116	['其他由肺动脉导管引起的感染']
C4270117	['肺动脉导管引起的不明感染']
C4270118	['因手术引起的术后内毒素休克，未分类']
C4270119	['因手术引起的术后革兰氏阴性休克，未分类']
C4270120	['心脏和血管修复装置、植入物和移植物引起的栓塞']
C4270121	['心脏修复装置、植入物和移植物引起的栓塞']
C4270122	['心脏修复装置、植入物和移植物引起的栓塞']
C4270123	['心脏修复装置、植入物和移植物引起的栓塞，随后的遭遇']
C4270124	['心脏修复装置、植入物和移植物引起的栓塞、后遗症']
C4270125	['血管修复装置、植入物和移植物引起的栓塞']
C4270126	['血管修复装置、植入物和移植物引起的栓塞']
C4270127	['血管修复装置、植入物和移植物引起的栓塞，随后的遭遇']
C4270128	['血管修复装置、植入物和移植物引起的栓塞、后遗症']
C4270129	['心脏和血管修复装置、植入物和移植物导致的纤维化']
C4270130	['心脏修复装置、植入物和移植物导致的纤维化']
C4270131	['心脏修复装置、植入物和移植物引起的纤维化']
C4270132	['心脏修复装置、植入物和移植物导致的纤维化，随后的遭遇']
C4270133	['以及心脏移植术、心脏移植术的后遗症']
C4270134	['血管修复装置、植入物和移植物导致的纤维化']
C4270135	['血管修复装置、植入物和移植物引起的纤维化']
C4270136	['血管修复装置、植入物和移植物导致的纤维化，随后的遭遇']
C4270137	['血管修复装置、植入物和移植物导致的纤维化，后遗症']
C4270138	['心脏和血管修复装置、植入物和移植物引起的出血']
C4270139	['心脏假体、植入物和移植物引起的出血']
C4270140	['心脏修复装置、植入物和移植物引起的出血']
C4270141	['心脏修复装置、植入物和移植物导致出血，随后遭遇']
C4270142	['心脏假体、植入物和移植物引起的出血，后遗症']
C4270143	['血管修复装置、植入物和移植物引起的出血']
C4270144	['血管修复装置、植入物和移植物引起的出血']
C4270145	['血管修复装置、植入物和移植物导致的出血，随后的遭遇']
C4270146	['血管修复装置、植入物和移植物引起的出血，后遗症']
C4270147	['心脏和血管修复装置、植入物和移植物引起的疼痛']
C4270148	['心脏假体、植入物和移植物引起的疼痛']
C4270149	['心脏修复装置、植入物和移植物引起的疼痛']
C4270150	['心脏修复装置、植入物和移植物引起的疼痛，随后的遭遇']
C4270151	['心脏修复装置、植入物和移植物引起的疼痛、后遗症']
C4270152	['血管修复装置、植入物和移植物引起的疼痛']
C4270153	['血管修复装置、植入物和移植物引起的疼痛']
C4270154	['血管修复装置、植入物和移植物引起的疼痛，随后的遭遇']
C4270155	['血管修复装置、植入物和移植物引起的疼痛、后遗症']
C4270156	['心脏和血管修复装置、植入物和移植物引起的狭窄']
C4270157	['冠状动脉狭窄支架']
C4270158	['冠状动脉支架内狭窄（再狭窄）']
C4270159	['冠状动脉支架狭窄，初次接触']
C4270160	['冠状动脉支架狭窄，随后遭遇']
C4270161	['冠状动脉支架狭窄后遗症']
C4270162	['外周血管支架狭窄（诊断）']
C4270163	['外周血管支架内狭窄（再狭窄）']
C4270164	['外周血管支架再狭窄']
C4270165	['外周血管支架狭窄，初次接触']
C4270166	['外周血管支架狭窄，随后遭遇']
C4270167	['外周血管支架狭窄，后遗症']
C4270168	['其他心脏修复装置、植入物和移植物的狭窄']
C4270169	['其他心脏修复装置、植入物和移植物的狭窄，初次接触']
C4270170	['其他心脏修复装置、植入物和移植物的狭窄，随后的遭遇']
C4270171	['心脏移植术、心脏移植术和其他植入物']
C4270172	['其他血管修复装置、植入物和移植物的狭窄']
C4270173	['其他血管修复装置、植入物和移植物的狭窄，初次接触']
C4270174	['其他血管修复装置、植入物和移植物的狭窄，随后的遭遇']
C4270175	['其他血管修复装置、植入物和移植物狭窄，后遗症']
C4270176	['心脏修复装置、植入物和移植物引起的血栓形成']
C4270177	['心脏修复装置、植入物和移植物引起的血栓形成']
C4270178	['心脏修复装置、植入物和移植物导致的血栓形成，随后的遭遇']
C4270179	['心脏修复装置、植入物和移植物引起的血栓形成，后遗症']
C4270180	['血管修复装置、植入物和移植物引起的血栓形成']
C4270181	['血管修复装置、植入物和移植物引起的血栓形成']
C4270182	['血管修复装置、植入物和移植物导致的血栓形成，随后的遭遇']
C4270183	['血管修复装置、植入物和移植物引起的血栓形成、后遗症']
C4270184	['留置导尿管故障（机械故障）']
C4270185	['留置导尿管故障（机械故障），初次接触']
C4270186	['留置导尿管故障（机械故障），随后发生']
C4270187	['留置导尿管故障（机械性），后遗症']
C4270188	['肾造口导管破裂（机械性）']
C4270189	['肾造口导管破裂（机械性），初次接触']
C4270190	['肾造口导管破裂（机械性），随后遭遇']
C4270191	['肾造口导管破裂（机械性），后遗症']
C4270192	['其他导尿管故障（机械故障）']
C4270193	['霍普金斯导管故障（机械故障）']
C4270194	['回肠造口导管故障（机械性）']
C4270195	['破裂（机械）尿造口导管']
C4270196	['其他导尿管故障（机械故障），初次接触']
C4270197	['其他导尿管故障（机械故障），随后遭遇']
C4270198	['其他导尿管故障（机械故障）、后遗症']
C4270199	['导尿管错位']
C4270200	['留置导尿管移位']
C4270201	['留置导尿管移位，初次接触']
C4270202	['留置导尿管移位，随后遭遇']
C4270203	['留置导尿管移位，后遗症']
C4270204	['肾造瘘导管移位（诊断）']
C4270205	['肾造口导管移位，初次接触']
C4270206	['肾造口导管移位，随后遭遇']
C4270207	['肾造口导管移位，后遗症']
C4270208	['其他导尿管移位']
C4270209	['霍普金斯导管移位']
C4270210	['回肠造口导管移位']
C4270211	['尿造口导管移位']
C4270212	['其他导尿管移位，初次接触']
C4270213	['其他导尿管移位，随后遭遇']
C4270214	['其他导尿管移位，后遗症']
C4270215	['留置导尿管渗漏']
C4270216	['留置导尿管泄漏，初次接触']
C4270217	['留置导尿管泄漏，随后发生']
C4270218	['留置导尿管渗漏，后遗症']
C4270219	['肾造瘘导管渗漏（诊断）']
C4270220	['肾造口导管泄漏，初次接触']
C4270221	['肾造口导管泄漏，随后发生']
C4270222	['肾造口导管渗漏，后遗症']
C4270223	['其他导尿管渗漏']
C4270224	['霍普金斯导管渗漏']
C4270225	['回肠造口导管渗漏']
C4270226	['尿造口导管渗漏']
C4270227	['其他导尿管泄漏，初次接触']
C4270228	['其他导尿管泄漏，随后发生']
C4270229	['其他导尿管渗漏、后遗症']
C4270230	['导尿管的其他机械并发症']
C4270231	['导尿管阻塞（机械性）']
C4270232	['导尿管穿孔']
C4270233	['尿管突出']
C4270234	['留置导尿管的其他机械并发症']
C4270235	['留置导尿管的其他机械并发症，初次接触']
C4270236	['留置导尿管的其他机械并发症，随后的遭遇']
C4270237	['留置导尿管的其他机械并发症、后遗症']
C4270238	['肾造瘘导管的其他机械并发症']
C4270239	['肾造口导管的其他机械并发症']
C4270240	['肾造口导管的其他机械并发症，随后的遭遇']
C4270241	['肾造瘘导管的其他机械并发症、后遗症']
C4270242	['其他导尿管的其他机械并发症']
C4270243	['霍普金斯导管的其他机械并发症']
C4270244	['回肠造口导管的其他机械并发症']
C4270245	['尿造口导管的其他机械并发症']
C4270246	['其他导尿管的其他机械并发症，初次接触']
C4270247	['其他导尿管的其他机械并发症，随后的遭遇']
C4270248	['其他导尿管的其他机械并发症、后遗症']
C4270249	['留置输尿管支架破裂（机械性）']
C4270250	['留置输尿管支架破裂（机械性），初次接触']
C4270251	['留置输尿管支架破裂（机械性），随后遭遇']
C4270252	['留置输尿管支架破裂（机械性），后遗症']
C4270253	['其他尿路支架的故障（机械性）']
C4270254	['回肠导管支架破裂（机械性）']
C4270255	['肾输尿管支架破裂（机械性）']
C4270256	['其他尿道支架（机械性）破裂，初次接触']
C4270257	['其他尿路支架（机械性）破裂，随后遭遇']
C4270258	['其他尿路支架破裂（机械性），后遗症']
C4270259	['留置输尿管支架移位（诊断）']
C4270260	['留置输尿管支架移位，初次接触']
C4270261	['留置输尿管支架移位，随后遭遇']
C4270262	['留置输尿管支架移位，后遗症']
C4270263	['其他尿道支架移位']
C4270264	['回肠导管支架移位']
C4270265	['肾输尿管支架移位']
C4270266	['其他尿道支架移位，初次接触']
C4270267	['其他尿路支架移位，随后遭遇']
C4270268	['其他尿道支架移位，后遗症']
C4270269	['留置输尿管支架的其他机械并发症']
C4270270	['留置输尿管支架的其他机械并发症']
C4270271	['留置输尿管支架的其他机械并发症']
C4270272	['留置输尿管支架的其他机械并发症、后遗症']
C4270273	['其他尿道支架的其他机械并发症']
C4270274	['回肠导管支架的其他机械并发症']
C4270275	['肾输尿管支架的其他机械并发症']
C4270276	['其他尿道支架的其他机械并发症，初次接触']
C4270277	['其他尿道支架的其他机械并发症，随后的遭遇']
C4270278	['其他尿道支架的其他机械并发症、后遗症']
C4270279	['泌尿器官移植物侵蚀（诊断）']
C4270280	['泌尿器官移植物侵蚀，初次接触']
C4270281	['泌尿器官移植物侵蚀，随后遭遇']
C4270282	['泌尿器官移植物侵蚀，后遗症']
C4270283	['泌尿器官移植物暴露（诊断）']
C4270284	['泌尿器官移植物暴露，初次接触']
C4270285	['泌尿器官移植物暴露，随后遭遇']
C4270286	['泌尿器官移植物暴露、后遗症']
C4270287	['宫内节育器串缺失']
C4270288	['阴茎假体气缸故障（机械故障）']
C4270289	['阴茎假体泵故障（机械故障）']
C4270290	['阴茎假体储液罐故障（机械故障）']
C4270291	['植入睾丸假体的故障（机械故障）']
C4270292	['植入睾丸假体的故障（机械故障），初次接触']
C4270293	['植入睾丸假体的故障（机械故障），随后的遭遇']
C4270294	['植入的睾丸假体（机械）故障，后遗症']
C4270295	['阴茎假体筒移位']
C4270296	['阴茎假体置换泵']
C4270297	['阴茎假体库移位']
C4270298	['植入睾丸假体移位（诊断）']
C4270299	['植入睾丸假体移位，初次接触']
C4270300	['植入的睾丸假体移位，随后的遭遇']
C4270301	['植入睾丸假体移位，后遗症']
C4270302	['阴茎假体筒的其他机械并发症']
C4270303	['阴茎假体泵的其他机械并发症']
C4270304	['阴茎假体储液罐的其他机械并发症']
C4270305	['植入睾丸假体的其他机械并发症']
C4270306	['植入睾丸假体的其他机械并发症，初次接触']
C4270307	['植入睾丸假体的其他机械并发症，后续遭遇']
C4270308	['植入睾丸假体的其他机械并发症、后遗症']
C4270309	['导尿管引起的感染和炎症反应']
C4270310	['膀胱造瘘导管引起的感染和炎症反应（诊断）']
C4270311	['膀胱造瘘导管引起的感染和炎症反应']
C4270312	['膀胱造瘘导管引起的感染和炎症反应']
C4270313	['膀胱造瘘导管引起的感染和炎症反应，后遗症']
C4270314	['留置导尿管引起的感染和炎症反应（诊断）']
C4270315	['因留置导尿管引起的感染和炎症反应']
C4270316	['留置导尿管引起的感染和炎症反应']
C4270317	['留置导尿管引起的感染和炎症反应，后遗症']
C4270318	['肾造瘘导管引起的感染和炎症反应（诊断）']
C4270319	['初次接触肾造口导管引起的感染和炎症反应']
C4270320	['肾造瘘导管引起的感染和炎症反应']
C4270321	['肾造口导管引起的感染和炎症反应，后遗症']
C4270322	['其他导尿管引起的感染和炎症反应']
C4270323	['霍普金斯导管引起的感染和炎症反应']
C4270324	['回肠造口导管引起的感染和炎症反应']
C4270325	['尿造口导管引起的感染和炎症反应']
C4270326	['其他导尿管引起的感染和炎症反应']
C4270327	['其他导尿管引起的感染和炎症反应']
C4270328	['其他导尿管引起的感染和炎症反应，后遗症']
C4270329	['植入泌尿神经刺激装置引起的感染和炎症反应（诊断）']
C4270330	['植入泌尿神经刺激装置引起的感染和炎症反应']
C4270331	['植入尿神经刺激装置引起的感染和炎症反应，随后的遭遇']
C4270332	['植入泌尿神经刺激装置引起的感染和炎症反应，后遗症']
C4270333	['植入尿道括约肌引起的感染和炎症反应（诊断）']
C4270334	['因植入尿道括约肌引起的感染和炎症反应']
C4270335	['植入尿道括约肌引起的感染和炎症反应']
C4270336	['植入尿道括约肌引起的感染和炎症反应，后遗症']
C4270337	['留置输尿管支架引起的感染和炎症反应']
C4270338	['因留置输尿管支架引起的感染和炎症反应']
C4270339	['留置输尿管支架引起的感染和炎症反应']
C4270340	['留置输尿管支架引起的感染和炎症反应，后遗症']
C4270341	['其他尿道支架引起的感染和炎症反应']
C4270342	['回肠导管支架引起的感染和炎症反应']
C4270343	['肾输尿管支架引起的感染和炎症反应']
C4270344	['其他尿道支架引起的感染和炎症反应']
C4270345	['其他尿道支架引起的感染和炎症反应']
C4270346	['其他尿道支架引起的感染和炎症反应，后遗症']
C4270347	['泌尿系统其他假体、植入物和移植物引起的感染和炎症反应']
C4270348	['其他假体、泌尿系统植入物和移植物引起的感染和炎症反应']
C4270349	['其他修复装置、泌尿系统植入物和移植物引起的感染和炎症反应，随后的遭遇']
C4270350	['其他修复装置、泌尿系统植入物和移植物引起的感染和炎症反应，后遗症']
C4270351	['阴茎假体植入引起的感染和炎症反应（诊断）']
C4270352	['阴茎假体筒引起的感染和炎症反应']
C4270353	['阴茎假体泵引起的感染和炎症反应']
C4270354	['阴茎假体蓄水池引起的感染和炎症反应']
C4270355	['植入阴茎假体引起的感染和炎症反应']
C4270356	['植入阴茎假体引起的感染和炎症反应，随后的遭遇']
C4270357	['植入阴茎假体引起的感染和炎症反应，后遗症']
C4270358	['植入睾丸假体引起的感染和炎症反应（诊断）']
C4270359	['植入睾丸假体引起的感染和炎症反应']
C4270360	['植入睾丸假体引起的感染和炎症反应，随后的遭遇']
C4270361	['植入睾丸假体引起的感染和炎症反应，后遗症']
C4270362	['生殖道内其他假体、植入物和移植物引起的感染和炎症反应']
C4270363	['因其他修复装置、生殖道植入物和移植物引起的感染和炎症反应']
C4270364	['因其他修复装置、生殖道植入物和移植物引起的感染和炎症反应，随后的遭遇']
C4270365	['因其他修复装置、生殖道植入物和移植物引起的感染和炎症反应，后遗症']
C4270366	['植入阴道网片对周围器官或组织的侵蚀']
C4270367	['植入阴道网片对盆底肌肉的侵蚀']
C4270368	['植入阴道网对周围器官或组织的侵蚀，初次接触']
C4270369	['植入阴道网片对周围器官或组织的侵蚀，随后发生']
C4270370	['植入阴道网片对周围器官或组织的侵蚀，后遗症']
C4270371	['植入尿道网对周围器官或组织的侵蚀（诊断）']
C4270372	['植入女性尿道吊带的腐蚀']
C4270373	['植入男性尿道吊带的腐蚀']
C4270374	['植入尿道网对盆底肌肉的侵蚀']
C4270375	['植入尿道网对周围器官或组织的侵蚀，初次接触']
C4270376	['植入尿道网对周围器官或组织的侵蚀，随后发生']
C4270377	['植入尿道网对周围器官或组织的侵蚀，后遗症']
C4270378	['植入尿道填充剂对周围器官或组织的侵蚀（诊断）']
C4270379	['植入尿道填充剂对周围器官或组织的侵蚀，初次接触']
C4270380	['植入的尿道填充剂对周围器官或组织的侵蚀，随后的遭遇']
C4270381	['植入的尿道填充剂对周围器官或组织的侵蚀，后遗症']
C4270382	['植入的输尿管填充剂对周围器官或组织的侵蚀（诊断）']
C4270383	['植入的输尿管填充剂对周围器官或组织的侵蚀，初次接触']
C4270384	['植入的输尿管填充剂对周围器官或组织的侵蚀，随后的遭遇']
C4270385	['植入的输尿管填充剂对周围器官或组织的侵蚀，后遗症']
C4270386	['其他植入物对器官或组织的侵蚀']
C4270387	['初次接触时，其他植入物对器官或组织的侵蚀']
C4270388	['其他植入物对器官或组织的侵蚀，随后发生']
C4270389	['其他植入网片对器官或组织的侵蚀，后遗症']
C4270390	['其他修复材料对周围器官或组织的侵蚀']
C4270391	['其他修复材料对周围器官或组织的侵蚀，初次接触']
C4270392	['其他修复材料对周围器官或组织的侵蚀，随后发生']
C4270393	['其他修复材料对周围器官或组织的侵蚀，后遗症']
C4270394	['植入网片的挤压']
C4270395	['经阴道壁植入阴道网片的暴露']
C4270396	['植入阴道网片暴露于阴道，初次接触']
C4270397	['植入阴道网片暴露于阴道，随后遭遇']
C4270398	['植入阴道网片暴露于阴道，后遗症']
C4270399	['植入尿道网片暴露于尿道（诊断）']
C4270400	['植入女性尿道吊带的暴露']
C4270401	['植入男性尿道吊带的暴露']
C4270402	['经尿道壁植入尿道网片的暴露']
C4270403	['植入尿道网暴露于尿道，初次接触']
C4270404	['植入的尿道网暴露于尿道，随后遭遇']
C4270405	['植入尿道网暴露于尿道，后遗症']
C4270406	['植入尿道填充剂暴露于尿道（诊断）']
C4270407	['植入尿道填充剂暴露于尿道，初次接触']
C4270408	['植入的尿道填充剂暴露于尿道，随后遭遇']
C4270409	['植入尿道填充剂暴露于尿道，后遗症']
C4270410	['植入的输尿管填充剂暴露于输尿管（诊断）']
C4270411	['植入的输尿管填充剂暴露于输尿管，初次接触']
C4270412	['植入的输尿管填充剂暴露于输尿管，随后遭遇']
C4270413	['植入的输尿管填充剂暴露于输尿管，后遗症']
C4270414	['其他植入网片暴露于器官或组织中']
C4270415	['初次接触时，将其他植入的网片暴露在器官或组织中']
C4270416	['其他植入的网片暴露在器官或组织中，随后遭遇']
C4270417	['其他植入网片暴露于器官或组织，后遗症']
C4270418	['将其他修复材料暴露在器官或组织中']
C4270419	['初次接触时，将其他修复材料暴露在器官或组织中']
C4270420	['将其他修复材料暴露在器官或组织中，随后']
C4270421	['其他修复材料暴露在器官或组织中，后遗症']
C4270422	['其他泌尿生殖修复材料引起的其他特定并发症']
C4270423	['其他泌尿生殖修复材料引起的其他特定并发症，初次接触']
C4270424	['其他泌尿生殖系统修复材料引起的其他指定并发症，后续遭遇']
C4270425	['其他泌尿生殖修复材料引起的其他特定并发症、后遗症']
C4270426	['泌尿生殖修复装置、植入物和移植物引起的栓塞']
C4270427	['泌尿生殖修复装置、植入物和移植物引起的栓塞']
C4270428	['泌尿生殖修复装置、植入物和移植物引起的栓塞，随后的遭遇']
C4270429	['泌尿生殖修复装置、植入物和移植物引起的栓塞，后遗症']
C4270430	['泌尿生殖修复装置、植入物和移植物导致的纤维化']
C4270431	['泌尿生殖修复装置、植入物和移植物引起的纤维化']
C4270432	['泌尿生殖修复装置、植入物和移植物导致的纤维化，随后的遭遇']
C4270433	['泌尿生殖修复装置、植入物和移植物导致的纤维化，后遗症']
C4270434	['泌尿生殖修复装置、植入物和移植物引起的出血']
C4270435	['泌尿生殖修复装置、植入物和移植物引起的出血，初次接触']
C4270436	['泌尿生殖修复装置、植入物和移植物导致出血，随后遭遇']
C4270437	['泌尿生殖修复装置、植入物和移植物引起的出血，后遗症']
C4270438	['泌尿生殖修复装置、植入物和移植物引起的疼痛']
C4270439	['泌尿生殖修复装置、植入物和移植物引起的疼痛，初次接触']
C4270440	['泌尿生殖修复装置、植入物和移植物引起的疼痛，随后的遭遇']
C4270441	['泌尿生殖修复装置、植入物和移植物引起的疼痛、后遗症']
C4270442	['泌尿生殖道修复装置、植入物和移植物引起的狭窄']
C4270443	['泌尿生殖道修复装置、植入物和移植物引起的狭窄']
C4270444	['由于泌尿生殖修复装置、植入物和移植物导致的狭窄，随后的遭遇']
C4270445	['泌尿生殖道修复装置、植入物和移植物导致的狭窄，后遗症']
C4270446	['泌尿生殖修复装置、植入物和移植物引起的血栓形成']
C4270447	['泌尿生殖修复装置、植入物和移植物引起的血栓形成']
C4270448	['泌尿生殖修复装置、植入物和移植物导致的血栓形成，随后的遭遇']
C4270449	['泌尿生殖修复装置、植入物和移植物导致的血栓形成，后遗症']
C4270450	['脑电极（铅）植入电子神经刺激器（机械）故障']
C4270451	['植入的脑电极（铅）电子神经刺激器（机械）故障，初次接触']
C4270452	['植入的脑电极（铅）电子神经刺激器（机械）故障，随后遭遇']
C4270453	['脑电极（铅）植入电子神经刺激器（机械）故障，后遗症']
C4270454	['周围神经电极（铅）植入电子神经刺激器故障（机械）']
C4270455	['颅神经神经刺激器电极（导线）击穿']
C4270456	['胃神经刺激器电极（导线）击穿']
C4270457	['骶神经神经刺激器电极（导线）击穿']
C4270458	['迷走神经神经刺激器电极（导线）击穿']
C4270459	['植入的周围神经电极（导线）电子神经刺激器（机械）故障，初次接触']
C4270460	['植入的周围神经电极（导线）电子神经刺激器（机械）故障，随后遭遇']
C4270461	['植入的周围神经电极电子神经刺激器（导线）故障（机械），后遗症']
C4270462	['植入的脊髓电极电子神经刺激器（导线）故障（机械）']
C4270463	['植入的脊髓电极（导线）电子神经刺激器（机械）故障，初次接触']
C4270464	['植入的脊髓电极（导线）电子神经刺激器（机械）故障，随后遭遇']
C4270465	['植入的脊髓电极电子神经刺激器（导线）故障（机械），后遗症']
C4270466	['植入式电子神经刺激器、发电机（机械）故障']
C4270467	['植入的电子神经刺激发生器、脑、外周、胃、脊柱故障（机械故障）']
C4270468	['植入的电子骶骨神经刺激器、脉冲发生器或接收器（机械）故障']
C4270469	['植入的电子神经刺激器、发生器、初次接触故障（机械故障）']
C4270470	['植入的电子神经刺激器、发生器、后续遭遇的故障（机械）']
C4270471	['植入电子神经刺激器、发生器、后遗症的故障（机械）']
C4270472	['脑电极（铅）植入电子神经刺激器移位']
C4270473	['植入的脑电极电子神经刺激器（铅）移位，初次接触']
C4270474	['植入的脑电极（铅）电子神经刺激器移位，随后遭遇']
C4270475	['植入的脑电极电子神经刺激器（铅）移位，后遗症']
C4270476	['周围神经电极（铅）植入电子神经刺激器移位']
C4270477	['颅神经神经刺激器电极（导线）移位']
C4270478	['胃神经刺激器电极（导线）位移']
C4270479	['骶神经神经刺激器电极（导线）移位']
C4270480	['迷走神经神经刺激器电极（导线）位移']
C4270481	['植入的周围神经电极（铅）电子神经刺激器移位，初次接触']
C4270482	['周围神经电刺激电极的后续移位']
C4270483	['植入的周围神经电极（铅）电子神经刺激器移位，后遗症']
C4270484	['脊髓电极（铅）植入电子神经刺激器移位']
C4270485	['植入脊髓电极（导线）的电子神经刺激器移位，初次接触']
C4270486	['脊髓电极（铅）植入电子神经刺激器移位，随后遭遇']
C4270487	['脊髓电极（铅）植入电子神经刺激器移位，后遗症']
C4270488	['植入式电子神经刺激发生器移位（诊断）']
C4270489	['植入的电子神经刺激发生器移位，脑，外周，胃，脊髓']
C4270490	['植入的电子骶骨神经刺激器、脉冲发生器或接收器移位']
C4270491	['植入电子神经刺激器、发生器、初次接触的位移']
C4270492	['植入的电子神经刺激器、发生器、后续遭遇的位移']
C4270493	['植入电子神经刺激器移位，发生器，后遗症']
C4270494	['植入脑电极电子神经刺激器（铅）的其他机械并发症']
C4270495	['植入脑电极电子神经刺激器（铅）的其他机械并发症，初次接触']
C4270496	['植入脑电极电子神经刺激器（铅）的其他机械并发症，随后的遭遇']
C4270497	['植入脑电极电子神经刺激器（铅）的其他机械并发症，后遗症']
C4270498	['植入周围神经电极电子神经刺激器（铅）的其他机械并发症']
C4270499	['颅神经神经刺激器电极（导线）的其他机械并发症']
C4270500	['胃神经刺激器电极（导线）的其他机械并发症']
C4270501	['骶神经神经刺激器电极（导线）的其他机械并发症']
C4270502	['迷走神经神经刺激器电极（导线）的其他机械并发症']
C4270503	['植入周围神经电极（铅）电子神经刺激器的其他机械并发症，初次接触']
C4270504	['植入周围神经电极（铅）的电子神经刺激器的其他机械并发症，随后的遭遇']
C4270505	['植入周围神经电极（铅）电子神经刺激器的其他机械并发症，后遗症']
C4270506	['植入脊髓电极电子神经刺激器（铅）的其他机械并发症']
C4270507	['植入脊髓电极电子神经刺激器（铅）的其他机械并发症，初次接触']
C4270508	['植入脊髓电极（铅）的电子神经刺激器的其他机械并发症，随后的遭遇']
C4270509	['植入脊髓电极电子神经刺激器（铅）的其他机械并发症，后遗症']
C4270510	['植入电子神经刺激器、发生器的其他机械并发症']
C4270511	['植入电子神经刺激发生器、大脑、外周、胃、脊柱的其他机械并发症']
C4270512	['植入电子骶骨神经刺激器、脉冲发生器或接收器的其他机械并发症']
C4270513	['植入电子神经刺激器、发生器、初次接触的其他机械并发症']
C4270514	['植入电子神经刺激器、发生器、后续遭遇的其他机械并发症']
C4270515	['植入电子神经刺激器、发生器、后遗症的其他机械并发症']
C4270516	['颅骨或脊柱输液导管故障（机械故障）']
C4270517	['硬膜外输液导管故障（机械故障）']
C4270518	['鞘内输液导管故障（机械故障）']
C4270519	['蛛网膜下腔输液导管故障（机械性）']
C4270520	['硬膜下输液导管故障（机械故障）']
C4270521	['头颅或脊柱输液导管（机械）故障，初次接触']
C4270522	['颅骨或脊柱输液导管（机械）故障，随后遭遇']
C4270523	['颅骨或脊柱输液导管（机械性）破裂，后遗症']
C4270524	['其他神经系统装置、植入物或移植物（机械）故障']
C4270525	['鞘内输液泵故障（机械故障）']
C4270526	['其他神经系统设备、植入物或移植物的故障（机械故障），初次接触']
C4270527	['其他神经系统装置、植入物或移植物的故障（机械故障），随后的遭遇']
C4270528	['其他神经系统装置、植入物或移植物的故障（机械故障）、后遗症']
C4270529	['颅骨或脊柱输液导管移位（诊断）']
C4270530	['硬膜外输液导管移位']
C4270531	['鞘内输液导管移位']
C4270532	['蛛网膜下腔输液导管移位']
C4270533	['硬膜下输液导管移位']
C4270534	['头颅或脊柱输液导管移位，初次接触']
C4270535	['颅骨或脊柱输液导管移位，随后发生']
