C0003074	['Anion Gap']
C4050268	['Mucous membrane integrity:Pr:Pt:Mucous membrane:Ord']
C4050275	['Skin integrity:Pr:Pt:Skin:Ord']
C4050276	['Spasm load test performed:Find:Pt:^Patient:Ord']
C4050277	['Spasm stress test panel:-:Pt:^Patient:-']
C4050279	['Speech clarity:Find:Pt:^Patient:Nom']
C4050280	['ST amplitude.derived lead V1:Elpot:Pt:Heart:Qn:EKG']
C4050281	['ST amplitude.derived lead V2:Elpot:Pt:Heart:Qn:EKG']
C4050284	['ST amplitude.derived lead V3:Elpot:Pt:Heart:Qn:EKG']
C4050285	['ST amplitude.derived lead V4:Elpot:Pt:Heart:Qn:EKG']
C4050286	['ST amplitude.derived lead V5:Elpot:Pt:Heart:Qn:EKG']
C4050287	['ST amplitude.derived lead V6:Elpot:Pt:Heart:Qn:EKG']
C4050289	['ST amplitude.lead AI:Elpot:Pt:Heart:Qn:EKG']
C4050290	['ST amplitude.lead AS:Elpot:Pt:Heart:Qn:EKG']
C4050298	['Mucous membrane integrity']
C4050320	['Nursing physiologic assessment panel:-:Pt:^Patient:-']
C4050321	['Nonpharmacologic intervention for pain:Type:Pt:^Patient:Nom']
C4050323	['Surgical procedures of genitourinary system:Hx:Pt:^Patient:Nom']
C4050324	['Date and time of last void:TmStp:Pt:Genitourinary system:Qn']
C4050325	['Genitourinary Assessment Panel:-:Pt:Genitourinary system:-']
C4050326	['Surgical procedures of musculoskeletal system:Hx:Pt:^Patient:Nom']
C4050327	['Fluid output.emesis:Num:Pt:Upper GI tract:Qn']
C4050329	['Brinkman index:Score:Pt:^Patient:Qn']
C4050331	['ST amplitude.lead aVF:Elpot:Pt:Heart:Qn:EKG']
C4050332	['ST amplitude.lead aVL:Elpot:Pt:Heart:Qn:EKG']
C4050334	['ST amplitude.lead aVR:Elpot:Pt:Heart:Qn:EKG']
C4050335	['ST amplitude.lead ES:Elpot:Pt:Heart:Qn:EKG']
C4050337	['ST amplitude.lead I:Elpot:Pt:Heart:Qn:EKG']
C4050338	['ST amplitude.lead II:Elpot:Pt:Heart:Qn:EKG']
C4050341	['ST amplitude.lead III:Elpot:Pt:Heart:Qn:EKG']
C4050342	['ST amplitude.lead MCL:Elpot:Pt:Heart:Qn:EKG']
C4050344	['ST amplitude.lead MCL1:Elpot:Pt:Heart:Qn:EKG']
C4050345	['ST amplitude.lead MCL6:Elpot:Pt:Heart:Qn:EKG']
C4050355	['Inheritance pattern based on family history']
C4050359	['Temporal orientation - person']
C4050371	['Tendon reflex assessment panel:-:Pt:Neurologic deep tendon reflexes:-']
C4050372	['Involuntary movements:Find:Pt:^Patient:Nom']
C4050373	['Strength:Imp:Pt:Musculoskeletal system:Ord']
C4050374	['Musculoskeletal assessment panel:-:Pt:Musculoskeletal system:-']
C4050375	['Hypoglossal nerve (CN XII) exam:Find:Pt:Nerves.cranial:Ord']
C4050376	['Accessory nerve (CN XI) exam:Find:Pt:Nerves.cranial:Ord']
C4050377	['Oculomotor+trochlear+abducens nerves (CN III+IV+VI) exam:Find:Pt:Nerves.cranial:Ord']
C4050378	['Olfactory nerve (CNI) exam:Find:Pt:Nerves.cranial:Ord']
C4050379	['Cranial nerve assessment panel:-:Pt:Nerves.cranial:-']
C4050380	['Ability to direct attention:Find:Pt:^Patient:Ord']
C4050381	['Ability to concentrate:Find:Pt:^Patient:Ord']
C4050382	['Level of arousal:Find:Pt:^Patient:Nom']
C4050383	['Temporal orientation - time:Find:Pt:^Patient:Ord']
C4050384	['Temporal orientation - place:Find:Pt:^Patient:Ord']
C4050385	['Gastrointestinal assessment panel:-:Pt:Gastrointestinal system:-']
C4050390	['Cardiac catheterization access site:Anat:Pt:^Patient:Nom']
C4050391	['Cardiac procedure complications panel:-:Pt:^Patient:-']
C4050393	['Cardiovascular disease history panel:-:Pt:^Patient:-']
C4050394	['Intracranial:Pres:Pt:Skull:Qn']
C4050395	['Infused volume.single container:Vol:Pt:^Patient:Qn']
C4050396	['Inheritance pattern based on family history:Hx:Pt:^Patient:Nom']
C4050397	['Initial unilateral retinoblastoma that later developed into bilateral disease:Hx:Pt:^Patient:Ord']
C4050398	['Inspiration/Expiration:TRto:Pt:Respiratory system:Qn']
C4050399	['Volume.inspired per minute:VRat:1M:Respiratory system:Qn']
C4050425	['Coronary stent expansion time:Time:Pt:Angioplasty device:Qn']
C4050427	['Gas flow:VRat:Pt:Airway:Qn']
C4050428	['Pressure:Pres:Pt:Stomach:Qn']
C4050429	['Coronary stent expansion pressure:Pres:Pt:Angioplasty device:Qn']
C4050430	['Coronary segment additional details panel:-:Pt:Coronary arteries:-:Angiogram']
C4050431	['Surgical procedures of neurological system:Hx:Pt:^Patient:Nom']
C4050432	['Temporal orientation - person:Find:Pt:^Patient:Ord']
C4050433	['Heart murmur assessment panel:-:Pt:Cardiovascular system:-']
C4050434	['Heart sounds:Find:Pt:Heart:Nom']
C4050435	['Cardiovascular assessment panel:-:Pt:Cardiovascular system:-']
C4050436	['Surgical procedures of gastrointestinal system:Hx:Pt:^Patient:Nom']
C4050437	['Passing flatus:Find:Pt:Gastrointestinal system:Ord']
C4050438	['Bioactive compound intake panel:-:-:^Patient:-']
C4050439	['Alcohol intake panel:-:-:^Patient:-']
C4050441	['Past employer country:Loc:Pt:^Patient:Nom']
C4050442	['Glucose^overnight dwell:SCnc:Pt:Dial fld prt:Qn']
C4050443	['Temporal orientation panel:-:Pt:Neurologic system:-']
C4050444	['Cause of death:Find:Pt:^Patient:Nom']
C4050445	['Intraocular pressure:Pres:Pt:Eye.left:Qn:Tonometry']
C4050446	['Intraocular pressure:Pres:Pt:Eye.right:Qn:Tonometry']
C4050447	['Intravascular diastolic:Pres:Pt:Arterial system:Qn:Invasive']
C4050448	['Intravascular mean:Pres:Pt:Arterial system:Qn:Invasive']
C4050449	['Intravascular systolic:Pres:Pt:Arterial system:Qn:Invasive']
C4050450	['Known allergies to food or environmental agents:Find:Pt:^Patient:Nom']
C4050477	['Comorbid condition panel:-:Pt:^Patient:-']
C4050478	['Compliance:Compli:Pt:Lung:Qn']
C4050479	['Level of consciousness:Find:Pt:^Patient:Ord']
C4050480	['Neurological assessment panel:-:Pt:Neurologic system:-']
C4050481	['Pre ejection time:Time:Pt:Heart.ventricle.left:Qn:US.doppler']
C4050482	['Gradient.systole.max:PressDiff:Pt:Aortic valve:Qn:US.doppler+Calculated by simplified Bernoulli']
C4050483	['Gradient.systole.mean:PressDiff:Pt:Aortic valve:Qn:US.doppler+Calculated by simplified Bernoulli']
C4050484	['Subjective refraction measurements panel:-:Pt:Eye:-:Subjective refraction']
C4050485	['Surgical procedures of cardiovascular system:Hx:Pt:^Patient:Nom']
C4050486	['Head posture for nystagmus null-point:Find:Pt:Head:Nom']
C4050487	['Systemic findings and diseases associated with ophthalmological condition:Prid:Pt:^Patient:Nom']
C4050488	['Age at first awareness of night blindness:Time:Pt:^Patient:Qn']
C4050489	['Age at 2nd eye involvement in a patient with initial unilateral retinoblastoma:Time:Pt:^Patient:Qn']
C4050490	['ABCD1 gene mutation analysis:Prid:Pt:Bld/Tiss:Nom:Molgen']
C4050491	['HBB gene full mutation analysis:Prid:Pt:Bld/Tiss:Doc:Sequencing']
C4050492	['Mucopolysaccharidosis type I newborn screening comment-discussion:Txt:Pt:Bld.dot:Nar']
C4050493	['Mucopolysaccharidosis type I newborn screening panel:-:Pt:Bld.dot:-']
C4050494	['Heart rate.beat-to-beat']
C4050495	['Heart rate.beat-to-beat:NRat:Pt:Heart:Qn:EKG']
C4050496	['HEDIS 2016 Value Sets:-:Pt:^Patient:-']
C4050497	['HEDIS 2016 Value Set - ABO and Rh:-:Pt:^Patient:-']
C4050498	['Intrachamber:Pres:Pt:Heart.atrium.left:Qn']
C4050499	['Ejection time:Time:Pt:Heart.ventricle.left:Qn:NI-ICG']
C4050500	['End-diastolic volume:Vol:Pt:Heart.ventricle.left:Qn']
C4050501	['End-systolic volume:Vol:Pt:Heart.ventricle.left:Qn']
C4050502	['Legal letter:Find:Pt:{Setting}:Doc:{Role}']
C4050523	['Coronary artery disease risk factor panel:-:Pt:^Patient:-']
C4050524	['Coronary stent diameter:Len:Pt:Angioplasty device:Qn']
C4050525	['Coronary stent length:Len:Pt:Angioplasty device:Qn']
C4050526	['Coronary stent product name:ID:Pt:Angioplasty device:Nom']
C4050527	['Country of birth:Loc:Pt:^Patient:Nom']
C4050528	['Creatinine^overnight dwell:SCnc:Pt:Dial fld prt:Qn']
C4050529	['HEDIS 2016 Value Set - HPV Vaccine Administered:-:Pt:^Patient:-']
C4050530	['HEDIS 2016 Value Set - Lead Tests:-:Pt:^Patient:-']
C4050531	['HEDIS 2016 Value Set - PHQ Administered:-:Pt:^Patient:-']
C4050532	['HEDIS 2016 Value Set - Urine Protein Tests:-:Pt:^Patient:-']
C4050533	['Date of last bowel movement:Date:Pt:Gastrointestinal system:Qn']
C4050534	['HIV 1 tropism:Prid:Pt:Bld:Nom']
C4050535	['Temporary pacing performed:Find:Pt:^Patient:Ord']
C4050536	['Assisted circulation procedures performed panel:Find:Pt:^Patient:-']
C4050537	['Optical coherence tomography performed:Find:Pt:^Patient:Ord']
C4050538	['Cardiac output/Body surface area:ArVRat:Pt:Heart.ventricle.left:Qn']
C4050539	['Pre ejection time:Time:Pt:Heart.ventricle.left:Qn:NI-ICG']
C4050569	['Crisis intervention note:Find:Pt:{Setting}:Doc:{Role}']
C4050570	['Intravascular:Pres:Pt:Central venous catheter (CVP):Qn']
C4050571	['Teaching physician name:Pn:Pt:Provider:Nom']
C4050572	['Cerebrovascular accident:Hx:Pt:^Patient:Ord']
C4050573	['Angioplasty balloon product name:ID:Pt:Angioplasty device:Nom']
C4050574	['Daily or end of shift signout note:Find:Pt:{Setting}:Doc:{Role}']
C4050575	['Acceleration index:Accel:Pt:Aorta:Qn']
C4050576	['Name:ID:Pt:Organization:Nom']
C4050577	['Systolic time ratio:TRto:Pt:Heart:Qn']
C4050591	['Temperature difference:TempDiff:Pt:^Patient:Qn']
C4050592	['Resistance.airway:FldResist:Pt:Airway:Qn']
C4050593	['Oxygen extraction:VRto:RptPeriod:^Patient:Qn']
C4050594	['ST amplitude.lead V6:Elpot:Pt:Heart:Qn:EKG']
C4050595	['ST amplitude.lead V5:Elpot:Pt:Heart:Qn:EKG']
C4050596	['ST amplitude.lead V4:Elpot:Pt:Heart:Qn:EKG']
C4050597	['ST amplitude.lead V3:Elpot:Pt:Heart:Qn:EKG']
C4050598	['ST amplitude.lead V2:Elpot:Pt:Heart:Qn:EKG']
C4050599	['ST amplitude.lead V1:Elpot:Pt:Heart:Qn:EKG']
C4050600	['Body temperature:Temp:Pt:Nasopharynx:Qn']
C4050615	['Apnea duration:Time:Pt:Respiratory system:Qn']
C4050616	['ST amplitude.precordial lead:Elpot:Pt:Heart:Qn:EKG']
C4055375	[]
C4063980	[]
C4067706	[]
C4067787	[]
C4067790	[]
C4067793	[]
C4067870	[]
C4067929	[]
C4067962	[]
C4068038	[]
C4068058	[]
C4068066	[]
C4068068	[]
C4068076	[]
C4068078	[]
C4068473	[]
C4068477	[]
C4068478	[]
C4068487	[]
C4068645	[]
C4068646	[]
C4069287	[]
C4069288	[]
C4069289	[]
C4069290	[]
C4069291	[]
C4069292	[]
C4069293	[]
C4069294	[]
C4069295	[]
C4069296	[]
C4069297	[]
C4069298	[]
C4069299	[]
C4069300	['Chlordiazepoxide & Norchlordiazepoxide panel:-:Pt:Ser/Plas:Qn']
C4069301	[]
C4069302	[]
C4069303	[]
C4069304	[]
C4069305	[]
C4069306	[]
C4069307	[]
C4069308	[]
C4069309	[]
C4069310	[]
C4069311	[]
C4069312	['Emergency management incident name:Identifier:Point in time:^Event:Nominal']
C4069313	[]
C4069314	[]
C4069315	[]
C4069316	[]
C4069317	[]
C4069318	[]
C4069319	[]
C4069320	[]
C4069321	[]
C4069322	[]
C4069323	[]
C4069324	[]
C4069325	['Activity level:Acceleration:Point in time:^Patient:Quantitative']
C4069326	[]
C4069327	[]
C4069328	[]
C4069329	[]
C4069330	[]
C4069331	[]
C4069332	[]
C4069333	[]
C4069334	[]
C4069335	[]
C4069336	['Fluid intake.enteral tube.nutritional formula composition:Find:Pt:^Patient:Nom']
C4069337	[]
C4069338	[]
C4069339	[]
C4069340	[]
C4069341	[]
C4069342	[]
C4069343	[]
C4069344	[]
C4069345	[]
C4069346	[]
C4069347	[]
C4069348	[]
C4069349	[]
C4069350	[]
C4069351	[]
C4069352	[]
C4069353	[]
C4069354	[]
C4069355	[]
C4069356	[]
C4069357	['Enteral tube.nutritional intake panel:-:-:^Patient:-']
C4069358	[]
C4069359	[]
C4069360	[]
C4069361	[]
C4069362	['Meal &or snack pattern panel:-:-:^Patient:-']
C4069363	['Breast milk &or formula intake panel:-:-:^Patient:-']
C4069364	['Past employer address:Address:Point in time:^Patient:Nominal']
C4069365	['Employer address:Address:Point in time:^Patient:Nominal']
C4069366	[]
C4069367	[]
C4069368	[]
C4069369	[]
C4069370	[]
C4069371	[]
C4069372	[]
C4069373	[]
C4069374	[]
C4069375	[]
C4069376	[]
C4069377	[]
C4069378	[]
C4069379	['Emergency management incident location:Location:Point in time:^Event:Nominal']
C4069380	['Date and time of transfer departure:Time Stamp -- Date and Time:Point in time:^Patient:Quantitative']
C4069381	[]
C4069382	['Date and time of initial encounter:Time Stamp -- Date and Time:Point in time:^Patient:Quantitative']
C4069383	[]
C4069384	[]
C4069385	['Number of W postpartum:Time:Pt:^Patient:Qn']
C4069386	[]
C4069387	['Emergency management incident type:Type:Point in time:^Event:Nominal']
C4069388	[]
C4069389	[]
C4069390	['Special medical equipment &or resuscitation needs:Find:Pt:^Patient:Nom']
C4069391	[]
C4069392	[]
C4069393	[]
C4069394	[]
C4069395	[]
C4069396	[]
C4069397	[]
C4069398	[]
C4069399	[]
C4069400	[]
C4069401	[]
C4069402	[]
C4069403	[]
C4069404	[]
C4069405	[]
C4069406	[]
C4069407	[]
C4069408	[]
C4069409	[]
C4069410	[]
C4069411	[]
C4069412	[]
C4069413	[]
C4069414	[]
C4069415	[]
C4069416	[]
C4069417	[]
C4069418	[]
C4069419	[]
C4069420	[]
C4069421	[]
C4069422	[]
C4069424	[]
C4069425	[]
C4069426	[]
C4069427	[]
C4069428	[]
C4069429	[]
C4069430	[]
C4069431	[]
C4069432	[]
C4069433	[]
C4069434	[]
C4069435	[]
C4069436	[]
C4069437	[]
C4069438	[]
C4069439	[]
C4069440	[]
C4069441	[]
C4069442	[]
C4069443	[]
C4069444	[]
C4069445	[]
C4069446	[]
C4069447	[]
C4069448	[]
C4069449	[]
C4069450	[]
C4069451	[]
C4069452	[]
C4069453	[]
C4069454	[]
C4069455	[]
C4069456	[]
C4069457	[]
C4069458	[]
C4069459	[]
C4069460	[]
C4069461	[]
C4069462	[]
C4069463	[]
C4069464	[]
C4069465	[]
C4069466	[]
C4069467	[]
C4069468	[]
C4069469	[]
C4069470	[]
C4069471	['Social, psychological & behavioral observations - 2015 Edition Health IT Certification Criteria set:-:Pt:{Setting}:-']
C4069472	[]
C4069473	[]
C4069474	[]
C4069475	[]
C4069476	[]
C4069477	[]
C4069478	[]
C4069479	[]
C4069480	[]
C4069481	[]
C4069482	[]
C4069483	[]
C4069484	[]
C4069485	[]
C4069486	[]
C4069487	[]
C4069488	[]
C4069489	[]
C4069490	[]
C4069491	[]
C4069492	[]
C4069493	[]
C4069494	['Catheterization & angiography procedure details panel:-:Procedure:^Patient:-']
C4069495	[]
C4069496	[]
C4069497	[]
C4069498	[]
C4069499	[]
C4069500	[]
C4069501	[]
C4069502	[]
C4069503	[]
C4069504	[]
C4069505	[]
C4069506	['S-adenosylmethionine & S-adenosylhomocystine panel:-:Pt:Ser/Plas:-']
C4069507	[]
C4069508	[]
C4069509	[]
C4069510	[]
C4069511	[]
C4069512	[]
C4069513	[]
C4069514	[]
C4069515	['Pterins panel:-:Pt:Ser/Plas:-']
C4069516	[]
C4069517	[]
C4069518	[]
C4069519	[]
C4069520	[]
C4069521	[]
C4069522	[]
C4069523	[]
C4069524	[]
C4069525	[]
C4069526	[]
C4069527	[]
C4069528	[]
C4069529	[]
C4069530	[]
C4069531	[]
C4069532	[]
C4069533	[]
C4069534	[]
C4069535	[]
C4069536	[]
C4069537	[]
C4069538	[]
C4069539	[]
C4069540	[]
C4069541	[]
C4069542	[]
C4069543	[]
C4069544	[]
C4069545	[]
C4069546	[]
C4069547	[]
C4069548	[]
C4069549	[]
C4069550	[]
C4069551	[]
C4069552	[]
C4069553	[]
C4069554	[]
C4069555	[]
C4069556	[]
C4069557	[]
C4069558	[]
C4069559	[]
C4069560	[]
C4069561	[]
C4069562	[]
C4069563	[]
C4069564	[]
C4069565	[]
C4069566	[]
C4069567	[]
C4069568	[]
C4069569	[]
C4069570	[]
C4069571	[]
C4069572	[]
C4069573	[]
C4069574	[]
C4069575	[]
C4069576	[]
C4069577	[]
C4069578	[]
C4069579	[]
C4069580	[]
C4069581	[]
C4069582	[]
C4069583	[]
C4069584	[]
C4069585	[]
C4069586	[]
C4069587	[]
C4069588	[]
C4069589	[]
C4069590	[]
C4069591	[]
C4069592	[]
C4069593	[]
C4069594	[]
C4069595	[]
C4069596	[]
C4069597	[]
C4069598	[]
C4069599	[]
C4069600	[]
C4069601	[]
C4069602	[]
C4069603	[]
C4069604	[]
C4069605	[]
C4069606	[]
C4069607	[]
C4069608	[]
C4069609	[]
C4069610	[]
C4069611	[]
C4069612	[]
C4069613	[]
C4069614	[]
C4069615	[]
C4069616	[]
C4069617	[]
C4069618	[]
C4069619	[]
C4069620	[]
C4069621	[]
C4069622	[]
C4069623	[]
C4069624	[]
C4069625	[]
C4069626	[]
C4069627	[]
C4069628	[]
C4069629	[]
C4069630	[]
C4069631	[]
C4069632	[]
C4069633	[]
C4069634	[]
C4069635	[]
C4069636	[]
C4069637	[]
C4069638	[]
C4069639	[]
C4069640	[]
C4069641	[]
C4069642	[]
C4069643	[]
C4069644	[]
C4069645	[]
C4069646	[]
C4069647	[]
C4069648	[]
C4069649	[]
C4069650	[]
C4069651	[]
C4069652	[]
C4069653	[]
C4069654	[]
C4069655	[]
C4069656	[]
C4069657	[]
C4069658	[]
C4069659	[]
C4069660	[]
C4069661	[]
C4069662	[]
C4069663	[]
C4069664	[]
C4069665	[]
C4069666	[]
C4069667	[]
C4069668	[]
C4069669	[]
C4069670	[]
C4069671	[]
C4069672	[]
C4069673	[]
C4069674	[]
C4069675	['Amount:Finding:Point in time:Stool = Fecal:Ordinal']
C4069676	[]
C4069677	[]
C4069678	[]
C4069679	[]
C4069680	[]
C4069681	[]
C4069682	[]
C4069683	[]
C4069684	[]
C4069685	[]
C4069686	[]
C4069687	[]
C4069688	[]
C4069689	[]
C4069690	[]
C4069691	[]
C4069692	[]
C4069693	[]
C4069694	[]
C4069695	[]
C4069696	[]
C4069697	[]
C4069698	[]
C4069699	[]
C4069700	[]
C4069701	[]
C4069702	[]
C4069703	[]
C4069704	[]
C4069705	[]
C4069706	[]
C4069707	[]
C4069708	[]
C4069709	[]
C4069710	[]
C4069711	[]
C4069712	[]
C4069713	[]
C4069714	[]
C4069715	[]
C4069716	[]
C4069717	[]
C4069718	[]
C4069719	[]
C4069720	[]
C4069721	[]
C4069722	[]
C4069723	[]
C4069724	[]
C4069725	[]
C4069726	[]
C4069727	[]
C4069728	[]
C4069729	[]
C4069730	[]
C4069731	[]
C4069732	[]
C4069733	[]
C4069734	[]
C4069735	[]
C4069736	[]
C4069737	[]
C4069738	[]
C4069739	[]
C4069740	[]
C4069741	[]
C4069742	[]
C4069743	[]
C4069744	[]
C4069745	[]
C4069746	[]
C4069747	[]
C4069748	[]
C4069749	[]
C4069750	[]
C4069751	[]
C4069752	[]
C4069753	[]
C4069754	[]
C4069755	[]
C4069756	[]
C4069757	[]
C4069758	[]
C4069759	[]
C4069760	[]
C4069761	[]
C4069762	[]
C4069763	[]
C4069764	[]
C4069765	[]
C4069766	[]
C4069767	[]
C4069768	[]
C4069769	[]
C4069770	[]
C4069772	[]
C4069773	[]
C4069774	[]
C4069775	[]
C4069776	[]
C4069777	[]
C4069778	[]
C4069779	[]
C4069780	[]
C4069781	[]
C4069782	[]
C4069783	[]
C4069784	[]
C4069785	[]
C4069786	[]
C4069787	[]
C4069788	[]
C4069789	[]
C4069790	[]
C4069791	[]
C4069792	[]
C4069793	[]
C4069794	[]
C4069795	['Deprecated Axial length Right eye']
C4069796	[]
C4069797	[]
C4069798	[]
C4069799	[]
C4069800	[]
C4069801	[]
C4069802	[]
C4069803	[]
C4069804	[]
C4069805	[]
C4069806	[]
C4069807	[]
C4069808	[]
C4069809	[]
C4069810	[]
C4069811	[]
C4069812	[]
C4069813	[]
C4069814	[]
C4069815	[]
C4069816	[]
C4069817	[]
C4069818	[]
C4069819	[]
C4069820	[]
C4069821	[]
C4069822	[]
C4069823	[]
C4069824	[]
C4069825	[]
C4069826	[]
C4069827	[]
C4069828	[]
C4069829	[]
C4069830	[]
C4069831	[]
C4069832	[]
C4069833	[]
C4069834	[]
C4069835	[]
C4069836	[]
C4069837	[]
C4069838	[]
C4069839	[]
C4069840	[]
C4069841	[]
C4069842	[]
C4069843	[]
C4069844	[]
C4069845	[]
C4069846	[]
C4069847	[]
C4069848	[]
C4069849	[]
C4069850	[]
C4069851	[]
C4069852	[]
C4069853	[]
C4069854	[]
C4069855	[]
C4069856	[]
C4069857	[]
C4069858	[]
C4069859	[]
C4069860	[]
C4069861	[]
C4069862	[]
C4069863	[]
C4069864	[]
C4069865	[]
C4069866	[]
C4069867	[]
C4069868	[]
C4069869	[]
C4069870	[]
C4069871	[]
C4069872	[]
C4069873	[]
C4069874	[]
C4069875	[]
C4069876	[]
C4069877	[]
C4069878	[]
C4069879	[]
C4069880	[]
C4069881	[]
C4069882	[]
C4069883	[]
C4069884	[]
C4069885	[]
C4069886	[]
C4069887	[]
C4069888	[]
C4069889	[]
C4069890	[]
C4069891	[]
C4069892	[]
C4069893	[]
C4069894	[]
C4069895	[]
C4069896	[]
C4069897	['Prior molecular testing related to ophthalmological condition:Hx:Pt:^Patient:Nar']
C4069898	[]
C4069899	[]
C4069900	[]
C4069901	[]
C4069902	[]
C4069903	[]
C4069904	[]
C4069905	[]
C4069906	[]
C4069907	[]
C4069908	[]
C4069909	[]
C4069910	[]
C4069911	[]
C4069912	[]
C4069913	[]
C4069914	[]
C4069915	[]
C4069916	[]
C4069917	[]
C4069918	[]
C4069919	[]
C4069920	[]
C4069921	[]
C4069922	[]
C4069923	[]
C4069924	[]
C4069925	[]
C4069926	[]
C4069927	[]
C4069928	[]
C4069929	[]
C4069930	[]
C4069931	[]
C4069932	[]
C4069933	[]
C4069934	[]
C4069935	[]
C4069936	[]
C4069937	[]
C4069938	[]
C4069939	[]
C4069940	[]
C4069941	[]
C4069942	[]
C4069943	[]
C4069944	[]
C4069945	[]
C4069946	[]
C4069947	[]
C4069948	[]
C4069949	[]
C4069950	[]
C4069951	[]
C4069952	[]
C4069953	[]
C4069954	[]
C4069955	[]
C4069956	[]
C4069957	[]
C4069958	[]
C4069959	[]
C4069960	[]
C4069961	[]
C4069962	[]
C4069963	[]
C4069964	[]
C4069965	[]
C4069966	[]
C4069967	[]
C4069968	[]
C4069969	[]
C4069970	[]
C4069971	[]
C4069972	[]
C4069973	[]
C4069974	[]
C4069975	[]
C4069976	[]
C4069977	[]
C4069978	[]
C4069979	[]
C4069980	[]
C4069981	['Purine & Pyrimidine panel:-:Pt:Ser/Plas:-']
C4069982	[]
C4069983	[]
C4069984	[]
C4069985	[]
C4069986	[]
C4069987	[]
C4069988	[]
C4069989	[]
C4069990	[]
C4069991	[]
C4069992	[]
C4069993	[]
C4069994	[]
C4069995	[]
C4069996	['Beta alanine & Beta aminoisobutyrate & Gamma aminobutyrate panel:-:Pt:Ser/Plas:-']
C4069997	[]
C4069998	[]
C4069999	[]
C4070000	[]
C4070001	[]
C4070002	[]
C4070003	[]
C4070004	[]
C4070005	[]
C4070006	[]
C4070007	[]
C4070008	[]
C4070009	[]
C4070010	[]
C4070011	[]
C4070012	[]
C4070013	[]
C4070014	[]
C4070015	[]
C4070016	[]
C4070017	[]
C4070018	[]
C4070019	[]
C4070020	[]
C4070021	[]
C4070022	[]
C4070023	[]
C4070024	[]
C4070025	[]
C4070026	[]
C4070027	[]
C4070028	[]
C4070029	[]
C4070030	[]
C4070031	[]
C4070032	[]
C4070033	[]
C4070034	[]
C4070035	[]
C4070036	[]
C4070037	[]
C4070038	[]
C4070039	[]
C4070040	[]
C4070041	[]
C4070042	[]
C4070043	[]
C4070044	[]
C4070045	['R- & S-beta aminoisobutyrate & D- & L-serine panel:-:Pt:Ser/Plas:-']
C4070046	[]
C4070047	[]
C4070048	[]
C4070049	[]
C4070050	[]
C4070051	[]
C4070052	[]
C4070053	[]
C4070054	[]
C4070055	['Riboflavin & flavin mononucleotide & flavin adenine dinucleotide panel:-:Pt:Ser/Plas:Qn']
C4070056	[]
C4070057	[]
C4070058	[]
C4070059	[]
C4070060	[]
C4070061	[]
C4070062	[]
C4070063	[]
C4070064	[]
C4070065	[]
C4070066	[]
C4070067	[]
C4070068	[]
C4070069	[]
C4070070	[]
C4070071	[]
C4070072	[]
C4070073	[]
C4070074	[]
C4070075	[]
C4070076	[]
C4070077	[]
C4070078	[]
C4070079	[]
C4070080	[]
C4070081	[]
C4070082	[]
C4070083	[]
C4070084	[]
C4070085	[]
C4070086	[]
C4070087	[]
C4070088	[]
C4070089	[]
C4070090	[]
C4070091	[]
C4070092	[]
C4070093	[]
C4070094	[]
C4070095	[]
C4070096	[]
C4070097	[]
C4070098	[]
C4070099	[]
C4070100	[]
C4070101	[]
C4070102	[]
C4070103	[]
C4070104	[]
C4070105	[]
C4070106	[]
C4070107	[]
C4070108	[]
C4070109	[]
C4070110	[]
C4070111	[]
C4070112	[]
C4070113	[]
C4070114	[]
C4070115	[]
C4070116	['Catecholamine metabolites panel:-:Pt:Ser/Plas:-']
C4070117	[]
C4070118	[]
C4070119	[]
C4070120	[]
C4070121	[]
C4070122	[]
C4070123	[]
C4070124	[]
C4070125	[]
C4070126	[]
C4070127	[]
C4070128	[]
C4070129	[]
C4070130	[]
C4070131	[]
C4070132	[]
C4070133	[]
C4070134	[]
C4070135	[]
C4070136	[]
C4070137	[]
C4070138	[]
C4070139	[]
C4070140	[]
C4070141	[]
C4070142	[]
C4070143	[]
C4070144	[]
C4070145	[]
C4070146	[]
C4070147	[]
C4070148	[]
C4070149	[]
C4070150	[]
C4070151	[]
C4070152	[]
C4070153	[]
C4070154	[]
C4070155	[]
C4070156	[]
C4070157	[]
C4070158	[]
C4070159	['VR-12 Mental component summary score change - orthogonal method:TscoreDiff:Pt:^Patient:Qn:VR']
C4070160	['VR-12 Mental component summary score change - oblique method:TscoreDiff:Pt:^Patient:Qn:VR']
C4070161	['VR-12 Physical component summary score change - orthogonal method:TscoreDiff:Pt:^Patient:Qn:VR']
C4070162	['VR-12 Physical component summary score change - oblique method:TscoreDiff:Pt:^Patient:Qn:VR']
C4070163	[]
C4070164	[]
C4070165	[]
C4070166	[]
C4070167	[]
C4070168	[]
C4070169	[]
C4070170	[]
C4070171	[]
C4070172	[]
C4070173	[]
C4070174	[]
C4070175	[]
C4070176	[]
C4070177	[]
C4070178	[]
C4070179	[]
C4070180	[]
C4070181	[]
C4070182	[]
C4070183	[]
C4070184	[]
C4070185	[]
C4070186	[]
C4070187	[]
C4070188	[]
C4070189	[]
C4070190	[]
C4070191	[]
C4070192	[]
C4070193	[]
C4070194	[]
C4070195	[]
C4070196	[]
C4070197	[]
C4070198	[]
C4070199	[]
C4070200	[]
C4070201	[]
C4070202	[]
C4070203	[]
C4070204	[]
C4070205	[]
C4070206	[]
C4070207	[]
