C0000727	['急腹症']
C2129549	['两个膝盖骨感觉“不合适”（症状）']
C2129550	['跑步时小腿疼痛加剧（症状）']
C2129551	['通过停止活动缓解小腿疼痛（症状）']
C2129552	['小腿肌肉痉挛，尤其是在炎热的天气']
C2129553	['小腿肌肉痉挛缓解']
C2129554	['药物缓解小腿肌肉痉挛']
C2129555	['按摩缓解小腿肌肉痉挛']
C2129556	['小腿肌肉痉挛因受热而缓解']
C2129557	['冰缓解小腿肌肉痉挛']
C2129558	['拉伸可以缓解小腿肌肉痉挛']
C2129559	['冰淇淋缓解小腿肌肉痉挛']
C2129560	['缓解足部肌肉痉挛的因素（症状）']
C2129561	['药物缓解足部肌肉痉挛']
C2129562	['按摩缓解足部肌肉痉挛']
C2129563	['足部肌肉痉挛因受热而缓解']
C2129564	['冰缓解足部肌肉痉挛']
C2129565	['伸展可以缓解足部肌肉痉挛']
C2129566	['冰淇淋缓解足部肌肉痉挛']
C2129567	['右大脚趾卷曲（症状）']
C2129568	['右脚拇趾内翻（症状）']
C2129569	['右大脚趾（症状）']
C2129570	['右大脚趾与相邻脚趾重叠（症状）']
C2129571	['右第二脚趾卷曲（症状）']
C2129572	['右第二个脚趾向内弯曲（症状）']
C2129573	['右第二脚趾出现（症状）']
C2129574	['右第二个脚趾与相邻脚趾重叠（症状）']
C2129575	['右中脚趾卷曲（症状）']
C2129576	['右中趾内翻（症状）']
C2129577	['右中脚趾出现（症状）']
C2129578	['右中脚趾与相邻脚趾重叠（症状）']
C2129579	['右第四脚趾卷曲（症状）']
C2129580	['右脚第四脚趾内翻（症状）']
C2129581	['右第四脚趾出现（症状）']
C2129582	['右第四脚趾与相邻脚趾重叠（症状）']
C2129583	['右小脚趾卷曲（症状）']
C2129584	['右小脚趾内翻（症状）']
C2129585	['右小脚趾（症状）']
C2129586	['右小脚趾与相邻脚趾重叠（症状）']
C2129587	['左大脚趾卷曲（症状）']
C2129588	['左脚大脚趾内翻（症状）']
C2129589	['左脚大脚趾（症状）']
C2129590	['左大脚趾与相邻脚趾重叠（症状）']
C2129591	['左第二脚趾卷曲（症状）']
C2129592	['左第二脚趾向内弯曲（症状）']
C2129593	['左第二个脚趾出现（症状）']
C2129594	['左第二脚趾与相邻脚趾重叠（症状）']
C2129595	['左中脚趾卷曲（症状）']
C2129596	['左中趾内翻（症状）']
C2129597	['左中脚趾（症状）']
C2129598	['左中脚趾与相邻脚趾重叠（症状）']
C2129599	['左第四脚趾卷曲（症状）']
C2129600	['左第四脚趾向内弯（症状）']
C2129601	['左脚第四脚趾（症状）']
C2129602	['左第四脚趾与相邻脚趾重叠（症状）']
C2129603	['左小脚趾卷曲（症状）']
C2129604	['左小脚趾内翻（症状）']
C2129605	['左脚小脚趾（症状）']
C2129606	['左小脚趾与相邻脚趾重叠（症状）']
C2129607	['右第二和第三脚趾麻木（症状）']
C2129608	['右第四和第五脚趾麻木（症状）']
C2129609	['左侧第二和第三脚趾麻木（症状）']
C2129610	['左第四和第五脚趾麻木（症状）']
C2129611	['逐渐出现肩关节疼痛（症状）']
C2129612	['仰卧时上背部疼痛加剧（症状）']
C2129613	['趴着睡觉时上背部疼痛更严重（症状）']
C2129614	['仰卧时，中背部疼痛更严重']
C2129615	['趴着睡觉时，中背部疼痛更严重']
C2129616	['仰卧时下背部疼痛加剧（症状）']
C2129617	['趴着睡觉时下背部疼痛加剧（症状）']
C2129618	['运动时上背部疼痛加剧（症状）']
C2129619	['运动后上背部疼痛加剧（症状）']
C2129620	['运动时腰痛加剧']
C2129621	['运动后腰痛加重']
C2129622	['运动期间下背部疼痛加剧（症状）']
C2129623	['运动后下背部疼痛加剧（症状）']
C2129628	['每天使用的尿失禁尿布数量（症状）']
C2129629	['不经常使用失禁设备（症状）']
C2129630	['持续使用失禁设备（症状）']
C2129631	['尿失禁显著影响生活方式（症状）']
C2129632	['大便从阴道漏出来']
C2129633	['大便失禁伴软便']
C2129634	['大便失禁伴形成大便']
C2129635	['无法控制通过的气体（症状）']
C2129636	['阴道有东西隆起的感觉（症状）']
C2129637	['上肢出现红色条纹（症状）']
C2129638	['右手出现红色条纹（症状）']
C2129639	['左手出现红色条纹（症状）']
C2129640	['右臂出现红色条纹（症状）']
C2129641	['左臂出现红色条纹（症状）']
C2129642	['右脚出现红色条纹（症状）']
C2129643	['左脚出现红色条纹（症状）']
C2129644	['右腿出现红色条纹（症状）']
C2129645	['左腿出现红色条纹（症状）']
C2129647	['经期']
C2129651	['下肢脱发（症状）']
C2129652	['腿痒']
C2129653	['月经期间每24小时使用卫生棉条的数量（症状）']
C2129654	['月经期间每24小时使用的护垫数量（症状）']
C2129655	['右外阴瘙痒']
C2129656	['左外阴瘙痒']
C2129657	['右侧外阴灼烧（症状）']
C2129658	['左侧外阴灼烧（症状）']
C2129659	['右外阴肿块']
C2129660	['左外阴肿块']
C2130046	['保持颈部疼痛不变的因素（症状）']
C2130047	['头向后弯曲颈部疼痛不变（症状）']
C2130048	['头部前倾时颈部疼痛不变（症状）']
C2130049	['头部向右弯曲颈部疼痛不变（症状）']
C2130050	['头向左弯曲颈部疼痛不变（症状）']
C2130051	['转头颈部疼痛不变（症状）']
C2130052	['头部转向右侧，颈部疼痛保持不变（症状）']
C2130053	['头向左转颈部疼痛不变（症状）']
C2130054	['颈部疼痛通过固定头部而保持不变（症状）']
C2130055	['上背痛没有变化（症状）']
C2130056	['上背部疼痛与呼吸无变化（症状）']
C2130057	['咳嗽或打喷嚏时上背痛不变（症状）']
C2130058	['上背痛无变化，排便时用力过猛']
C2130059	['坐着时上背痛不变（症状）']
C2130060	['上背部疼痛与驾驶情况相同（症状）']
C2130061	['在崎岖不平的地形上驾驶时，上背部疼痛没有变化（症状）']
C2130062	['站立时上背痛不变（症状）']
C2130063	['行走时上背痛不变（症状）']
C2130064	['上背部疼痛在运动期间没有变化（症状）']
C2130065	['运动后上背痛无变化（症状）']
C2130066	['上背部疼痛与弯腰无变化（症状）']
C2130067	['上背部疼痛不随弯曲而改变（症状）']
C2130068	['上背部疼痛与举重没有变化（症状）']
C2130069	['上背部疼痛随转向而变化（症状）']
C2130070	['躺下后上背部疼痛没有变化（症状）']
C2130071	['仰卧时上背部疼痛不变（症状）']
C2130072	['趴着睡觉时上背痛不变（症状）']
C2130073	['穿鞋时上背部疼痛不变（症状）']
C2130074	['风暴期间上背部疼痛没有变化（症状）']
C2130075	['上背部疼痛在风暴前没有变化（症状）']
C2130076	['上背部疼痛与寒冷温度保持一致（症状）']
C2130077	['中背部疼痛（症状）无变化']
C2130078	['夜间腰痛无变化（症状）']
C2130079	['中背部疼痛与呼吸无变化（症状）']
C2130080	['咳嗽\\/打喷嚏时腰痛没有变化']
C2130081	['在排便过程中，因劳累而导致的中背痛（症状）没有变化']
C2130082	['坐着时腰痛不变（症状）']
C2130083	['中背部疼痛与驾驶（症状）无变化']
C2130084	['在崎岖不平的地形上驾驶时，中背部疼痛没有变化（症状）']
C2130085	['站立时腰痛无变化（症状）']
C2130086	['行走时中背部疼痛不变（症状）']
C2130087	['运动期间中背部疼痛没有变化（症状）']
C2130088	['运动后中背痛无变化（症状）']
C2130089	['腰背部疼痛与弯腰（症状）无变化']
C2130090	['中背部疼痛与弯曲（症状）无变化']
C2130091	['中背部疼痛与举重没有变化（症状）']
C2130092	['中背部疼痛随转向而变化（症状）']
C2130093	['躺下时腰背痛没有变化（症状）']
C2130094	['仰卧时，中背部疼痛没有变化（症状）']
C2130095	['趴着睡觉时腰背痛没有变化（症状）']
C2130096	['穿鞋时中背部疼痛没有变化（症状）']
C2130097	['从坐姿到站立时，中背部疼痛没有变化（症状）']
C2130098	['暴风雨中腰痛无变化（症状）']
C2130099	['风暴前中背痛无变化（症状）']
C2130100	['中背部疼痛在寒冷温度下没有变化（症状）']
C2130101	['下背痛（症状）不变']
C2130102	['下背部疼痛在早上没有变化']
C2130103	['咳嗽或打喷嚏时下背痛不变（症状）']
C2130104	['排便时下背痛无变化，但用力过猛']
C2130105	['坐着时腰痛没有变化']
C2130106	['坐在车里时，下背部疼痛没有变化']
C2130107	['驾驶时下背部疼痛没有变化（症状）']
C2130108	['在崎岖不平的地形上驾驶时，下背部疼痛没有变化（症状）']
C2130109	['从坐姿到站立时下背部疼痛不变（症状）']
C2130110	['站立时下背部疼痛不变']
C2130111	['走路时下背部疼痛不变']
C2130112	['运动期间下背部疼痛没有变化（症状）']
C2130113	['运动后下背痛无变化（症状）']
C2130114	['腰痛与弯腰（症状）无变化']
C2130115	['下背痛因弯曲而无变化（症状）']
C2130116	['下背部疼痛无变化，向前弯曲（症状）']
C2130117	['下背部疼痛不变，向后弯曲（症状）']
C2130118	['下背部疼痛无变化，向右弯曲（症状）']
C2130119	['下背痛不变，向左弯曲（症状）']
C2130120	['提举时下背痛不变（症状）']
C2130121	['下背部疼痛随转向而变化（症状）']
C2130122	['躺下后腰痛没有变化（症状）']
C2130123	['仰卧时下背部疼痛不变（症状）']
C2130124	['趴着睡觉时下背痛不变（症状）']
C2130125	['穿鞋时下背部疼痛不变（症状）']
C2130126	['穿上右脚鞋子时下背部疼痛没有变化（症状）']
C2130127	['穿左脚鞋时下背部疼痛没有变化（症状）']
C2130128	['穿双鞋时下背部疼痛没有变化（症状）']
C2130129	['风暴期间下背部疼痛没有变化（症状）']
C2130130	['风暴前下背痛无变化（症状）']
C2130131	['下背痛在寒冷的温度下没有变化（症状）']
C2130132	['将手臂放在头上缓解颈部疼痛（症状）']
C2130133	['转头头晕（症状）']
C2130134	['醒来时出现上背部疼痛（症状）']
C2130135	['醒来时出现腰痛（症状）']
C2130136	['觉醒时出现下背痛（症状）']
C2130137	['运动中突然出现上背部疼痛']
C2130138	['车祸后突然的上背部疼痛']
C2130139	['运动时突然出现腰痛（症状）']
C2130140	['机动车事故后突然出现腰痛（症状）']
C2130141	['运动时突然出现下背痛（症状）']
C2130142	['机动车事故后突然开始下背痛（症状）']
C2130143	['颈部疼痛突然开始于抬举（症状）']
C2130144	['颈部疼痛突然开始弯曲（症状）']
C2130145	['颈部疼痛突然开始扭转（症状）']
C2130146	['工作时突然开始颈部疼痛（症状）']
C2130147	['运动时突然出现颈部疼痛（症状）']
C2130148	['机动车事故后突然开始颈部疼痛（症状）']
C2130149	['上背部疼痛干扰工作职责（症状）']
C2130150	['间歇性上背痛（症状）']
C2130151	['间歇性腰痛（症状）']
C2130152	['右手背痛（症状）']
C2130153	['掌骨右背疼痛（症状）']
C2130154	['第一掌骨右背疼痛（症状）']
C2130155	['第二掌骨右背疼痛（症状）']
C2130156	['第三掌骨右背疼痛']
C2130157	['第四掌骨右背疼痛（症状）']
C2130158	['第五掌骨右背疼痛（症状）']
C2130159	['右手背部的网状空间疼痛']
C2130160	['右手背侧拇指和食指之间的蹼隙疼痛']
C2130161	['右手背侧食指和中指之间的蹼隙疼痛']
C2130162	['右手背侧中指和无名指之间的蹼隙疼痛']
C2130163	['右手背侧戒指和小指之间的蹼隙疼痛']
C2130164	['左手背痛（症状）']
C2130165	['左手掌背疼痛（症状）']
C2130166	['左手背第一掌骨疼痛（症状）']
C2130167	['第二掌骨左背疼痛（症状）']
C2130168	['左手背侧第三掌骨疼痛']
C2130169	['第四掌骨左背疼痛（症状）']
C2130170	['第五掌骨左手背疼痛（症状）']
C2130171	['左手背侧腹区疼痛']
C2130172	['左手背侧拇指和食指之间的蹼隙疼痛']
C2130173	['左手背侧食指和中指之间的蹼隙疼痛']
C2130174	['左手背侧中指和无名指之间的蹼隙疼痛']
C2130175	['左手背侧戒指和小指之间的蹼隙疼痛']
C2130176	['非甾体抗炎药（NSAIDs）改善拇指根部疼痛']
C2130177	['怀孕后发现出血的周数（症状）']
C2130179	['功能下降']
C2130180	['工作中的功能困难（症状）']
C2130181	['情感支持不足（症状）']
C2130182	['右外阴疼痛']
C2130183	['左外阴疼痛']
C2130189	['趾甲畸形导致疼痛（症状）']
C2130190	['右脚第一和第二脚趾之间的烧灼感（症状）']
C2130191	['右脚第二和第三脚趾之间的烧灼感（症状）']
C2130192	['右脚第四和第五脚趾之间的烧灼感（症状）']
C2130193	['左脚第一和第二脚趾之间的烧灼感（症状）']
C2130194	['左脚第二和第三脚趾之间的烧灼感（症状）']
C2130195	['左脚第四和第五脚趾之间的烧灼感（症状）']
C2130196	['右大脚趾麻木（症状）']
C2130197	['右第二脚趾麻木（症状）']
C2130198	['右中趾麻木（症状）']
C2130199	['右第四脚趾麻木（症状）']
C2130200	['右小脚趾麻木（症状）']
C2130201	['右第一和第二脚趾麻木（症状）']
C2130202	['左拇趾麻木（症状）']
C2130203	['左第二脚趾麻木（症状）']
C2130204	['左中趾麻木（症状）']
C2130205	['左第四脚趾麻木（症状）']
C2130206	['左小脚趾麻木（症状）']
C2130207	['左第一和第二脚趾麻木（症状）']
C2130208	['右手手指烧灼感（症状）']
C2130209	['右手食指烧灼感（症状）']
C2130210	['右手小指烧灼感（症状）']
C2130211	['左手手指烧灼感（症状）']
C2130212	['左手食指烧灼感（症状）']
C2130213	['左手中指烧灼感（症状）']
C2130214	['左无名指烧灼感（症状）']
C2130215	['左手小指烧灼感（症状）']
C2130216	['右食指麻木（症状）']
C2130217	['右无名指麻木（症状）']
C2130218	['右小指麻木（症状）']
C2130219	['左食指麻木（症状）']
C2130220	['左无名指麻木（症状）']
C2130221	['左小指麻木（症状）']
C2130222	['皮肤颜色局部变为红色，边缘不规则']
C2130239	['乳房疼痛随月经周期波动（症状）']
C2130240	['乳房肿胀随月经周期波动（症状）']
C2130244	['黄绿色双侧乳头溢液']
C2130249	['乳房肿块随月经波动（症状）']
C2130250	['肛门疼痛伴分泌物（症状）']
C2130251	['肛门疼痛伴臭味排出（症状）']
C2130252	['腹痛频率降低（症状）']
C2130253	['尖锐或刺痛的腹股沟疼痛（症状）']
C2130256	['右大腿肌肉痉挛（症状）']
C2130257	['左大腿肌肉痉挛（症状）']
C2130258	['双腿肌肉痉挛（症状）']
C2130259	['右小腿肌肉痉挛（症状）']
C2130260	['左小腿肌肉痉挛（症状）']
C2130261	['双腿肌肉痉挛（症状）']
C2130262	['夜间发生的臀部\\/臀部肌肉痉挛']
C2130263	['运动引起的臀部\\/臀部肌肉痉挛']
C2130264	['臀部\\/臀部肌肉痉挛，尤其是在寒冷天气']
C2130265	['臀部\\/臀部肌肉痉挛缓解']
C2130266	['通过药物缓解臀部\\/臀部肌肉痉挛']
C2130267	['通过按摩缓解臀部\\/臀部肌肉痉挛']
C2130268	['臀部\\/臀部肌肉痉挛因受热而缓解']
C2130269	['冰缓解臀部\\/臀部肌肉痉挛']
C2130270	['臀部\\/臀部肌肉痉挛通过拉伸缓解']
C2130271	['臀部\\/臀部肌肉痉挛']
C2130272	['右侧臀部\\/臀部肌肉抽筋']
C2130273	['左侧臀部\\/臀部肌肉抽筋']
C2130274	['两侧臀部\\/臀部肌肉抽筋']
C2130275	['褐红色大便（症状）']
C2130276	['大腿肌肉痉挛，尤其是在炎热天气（症状）']
C2130277	['右脚肌肉痉挛（症状）']
C2130278	['左脚肌肉痉挛（症状）']
C2130279	['双脚肌肉痉挛（症状）']
C2130280	['不想恢复健康（症状）']
C2130281	['碳质痰']
C2130282	['脚对温度不敏感（症状）']
C2130283	['鼻暗点']
C2130284	['视野颞半部暗点（症状）']
C2130285	['右眼上半视野暗点（症状）']
C2130286	['左眼上半视野暗点（症状）']
C2130287	['双眼视野上半部分的暗点']
C2130288	['右眼视野下半部暗点（症状）']
C2130289	['左眼视野下半部暗点（症状）']
C2130290	['双眼视野下半部暗点（症状）']
C2130291	['右眼鼻腔半视野暗点（症状）']
C2130292	['左眼鼻腔半视野暗点（症状）']
C2130293	['双眼视野的鼻腔一半出现暗点（症状）']
C2130294	['右眼视野颞半部暗点（症状）']
C2130295	['左眼颞半视野暗点（症状）']
C2130296	['双眼视野颞半部暗点（症状）']
C2130297	['右眼模糊的复视']
C2130298	['左眼模糊的复视']
C2133612	['对可能的获得性免疫缺陷综合征（艾滋病）的恐惧（症状）']
C2135320	['对未经证实的医疗状况的恐惧']
C2136007	['担心找不到导致症状的原因（症状）']
C2137247	['伴随（症状）的抽搐']
C2137248	['惊厥后出现困惑（症状）']
C2137249	['惊厥伴头痛（症状）']
C2137250	['痉挛后出现麻痹（症状）']
C2137251	['痉挛伴轻瘫（症状）']
C2137252	['先有（症状）的抽搐']
C2137253	['先是抽搐，然后是嗡嗡作响的感觉']
C2137254	['在发作前有一种感觉的抽搐']
C2137255	['闪光前的抽搐（症状）']
C2137256	['先于刺痛的抽搐（症状）']
C2137257	['先有不寻常气味的抽搐']
C2137258	['先有不寻常味道的抽搐']
C2137259	['慢性复发性抽搐']
C2137552	['嘴角下垂（症状）']
C2138204	['关于耳朵的美容问题（症状）']
C2138205	['眼部美容问题（症状）']
C2138206	['关于面部外观（症状）的美容问题']
C2138214	['咳嗽导致从睡眠中醒来（症状）']
C2138215	['咳嗽引起呕吐（症状）']
C2138216	['白天咳嗽（症状）']
C2138217	['咳嗽只有在用力时才会发生（症状）']
C2138218	['咳嗽周期性出现（症状）']
C2138219	['吞咽液体时咳嗽（症状）']
C2138220	['咳嗽质量（症状）']
C2138221	['咳嗽（症状）的发生']
C2138222	['每隔几分钟反复咳嗽一次（症状）']
C2138223	['早上咳嗽更厉害（症状）']
C2138224	['咳出黑痰（症状）']
C2138231	['咳出红棕色痰（症状）']
C2138234	['凤尾鱼膏状痰']
C2138235	['咳出脓痰']
C2138248	['唇角开裂（症状）']
C2138249	['唇裂（症状）']
C2138381	['渴望安非他命或拟交感神经药（症状）']
C2138382	['渴望咖啡因（症状）']
C2138383	['渴望可卡因（症状）']
C2138384	['渴望泥土或粘土（异食癖）（症状）']
C2138385	['渴望洗衣粉（异食癖）（症状）']
C2138386	['渴望阿片类药物（症状）']
C2138747	['眼睑结痂（发现）']
C2139394	['左踝关节痛（诊断）']
C2139693	['左前踝关节疼痛']
C2139808	['左前肩痛（症状）']
C2140137	['左腋窝肿块（症状）']
C2140477	['左臀疼痛（症状）']
C2140578	['左耳感觉饱（症状）']
C2140579	['左耳感到压力（症状）']
C2140792	['左肘骨痛（症状）']
C2140799	['左肘关节痛']
C2140800	['左肘关节僵硬（症状）']
C2140801	['左肘关节肿胀（症状）']
C2141060	['左眼沙哑']
C2141061	['左眼发痒（症状）']
C2141063	['干性左眼']
C2141086	['左眼疼痛']
C2141119	['左眼抽搐']
C2141243	['左脚疼痛（症状）']
C2141246	['左前腿疼痛']
C2141270	['左脚僵硬（症状）']
C2141425	['左前臂骨痛（症状）']
C2141532	['左前臂手肘附近背表面疼痛（症状）']
C2141533	['左前臂近肘部掌面疼痛（症状）']
C2141534	['左前臂远端背部疼痛']
C2141535	['左前臂桡骨远端疼痛']
C2141536	['左前臂远端尺侧疼痛']
C2141537	['左前臂远端掌面疼痛']
C2141709	['左拇趾畸形恶化（症状）']
C2141909	['随着步行的继续，前几步最严重的左脚后跟疼痛会有所改善']
C2141910	['随着站立时间的增加，前几步的左脚后跟疼痛最严重']
C2141922	['左髋关节疼痛（症状）']
C2142181	['左膝疼痛']
C2142807	['左眼瘙痒（发现）']
C2142808	['右眼瘙痒（发现）']
C2142990	['心理症状（性症状）']
C2143163	['双耳拉扯（症状）']
C2143164	['左耳拉扯（症状）']
C2143165	['拉扯右耳（症状）']
C2143935	['双耳脓性分泌物（症状）']
C2143936	['双眼脓性分泌物']
C2143938	['眼部脓性分泌物（症状）']
C2143939	['从左眼排出脓液']
C2143940	['右眼脓液排出']
C2143943	['左耳脓性分泌物（症状）']
C2143944	['右耳脓性分泌物（症状）']
C2144095	['趾甲畸形限制行走（症状）']
C2144154	['双脚脚趾冰冷']
C2144155	['左脚脚趾发冷（症状）']
C2144156	['右脚脚趾发冷（症状）']
C2144547	['舌面外观变化（症状）']
C2144584	['舌头变得光滑（症状）']
C2144729	['咀嚼引起的牙痛（症状）']
C2144730	['敲打牙齿引起的疼痛']
C2144731	['左下颚牙痛（症状）']
C2144732	['左后下颌牙痛（症状）']
C2144733	['左前下颌牙痛（症状）']
C2144734	['左上颌牙痛（症状）']
C2144735	['左后上颌牙痛（症状）']
C2144736	['左上颌前部牙痛（症状）']
C2144737	['多颗牙齿疼痛（症状）']
C2144738	['右下颚牙痛（症状）']
C2144739	['右下颚后部牙痛（症状）']
C2144740	['右前下颌牙痛（症状）']
C2144741	['右上颌牙痛（症状）']
C2144742	['右后上颌牙痛（症状）']
C2144743	['右上颌前部牙痛（症状）']
C2144744	['一颗牙痛']
C2144963	['更多全球事件（症状）会短暂导致双眼完全失明']
C2144964	['左眼完全失明']
C2144965	['右眼完全失明']
C2145411	['一过性左下肢单瘫（诊断）']
C2145412	['一过性左上肢单瘫（诊断）']
C2145413	['一过性右下肢单瘫（诊断）']
C2145414	['一过性右上肢单瘫（诊断）']
C2146655	['口腔酸味（症状）']
C2164151	['危险症状（症状）']
C2164342	['胡须生长减少（症状）']
C2164343	['进食后意识减退（症状）']
C2164362	['注意力下降']
C2164363	['集中注意力能力下降，出现波动（症状）']
C2164364	['注意力下降（症状）恶化']
C2164465	['尿流减少（症状）']
C2164539	['髋关节深度疼痛（症状）']
C2164540	['左髋深度疼痛（症状）']
C2164541	['右髋深度疼痛（症状）']
C2165311	['缺肢妄想（症状）']
C2165312	['妄想某人是突出人物（症状）']
C2165313	['一个人散发恶臭的错觉（症状）']
C2165314	['一个人被另一个人爱的错觉（症状）']
C2165315	['正常或苗条时肥胖的错觉（症状）']
C2165316	['一个人的身体充满寄生虫的错觉（症状）']
C2165501	['胎儿心音低落（诊断）']
C2165503	['分娩时胎儿心音降低（诊断）']
C2165505	['月经前1-3天抑郁（症状）']
C2165506	['抑郁症伴（症状）']
C2165507	['伴随持续担忧的抑郁（症状）']
C2165508	['抑郁伴少吃（症状）']
C2165509	['抑郁伴多吃（症状）']
C2165510	['抑郁症伴睡眠不足（症状）']
C2165511	['抑郁伴睡眠增多（症状）']
C2165512	['抑郁与兴奋交替（症状）']
C2165513	['晚上抑郁更多（症状）']
C2165515	['高活动水平之前的抑郁（症状）']
C2165516	['抑郁得到缓解']
C2165517	['通过咨询缓解抑郁（症状）']
C2165518	['好消息（症状）缓解了抑郁']
C2165519	['通过药物缓解的抑郁（症状）']
C2165602	['左唇肿胀']
C2165603	['左脚踝外侧的关节疼痛']
C2165682	['左肘外侧骨痛（症状）']
C2165684	['左膝关节外侧疼痛']
C2165879	['左腿单肩胛骨']
C2166198	['左下后颈部疼痛（症状）']
C2166205	['左脚踝内侧的关节疼痛']
C2166207	['左肘内侧骨痛（症状）']
C2166208	['左膝内侧疼痛（症状）']
C2166575	['左颈部疼痛（症状）']
C2166759	['左鹰嘴突骨痛（症状）']
C2166834	['背部左踝关节疼痛']
C2166837	['髌股区左膝关节疼痛']
C2166883	['左侧阴囊肿块（症状）']
C2167126	['左肩无力（症状）']
C2167173	['左肩锁关节痛']
C2167935	['左手腕疼痛（症状）']
C2168106	['左脸颊疼痛']
C2168109	['左前额头痛']
C2168110	['涉及整个左侧的头痛']
C2168111	['左下腰痛']
C2168114	['左耳后痛']
C2168115	['左太阳穴头痛']
C2168117	['左耳前头痛']
C2168169	['小腿肌肉萎缩']
C2168170	['间歇性腿部跛行（症状）']
C2168235	['腿部感觉沉重（症状）']
C2168236	['双腿不安（症状）']
C2168237	['双腿不安，睡眠不安（症状）']
C2168238	['腿部主要在夜间感到不安（症状）']
C2168239	['腿部因运动而感到不安（症状）']
C2169314	['眼睛有色部位生长加快（症状）']
C2169315	['白眼生长加快（症状）']
C2169390	['退烧后出现皮疹（症状）']
C2169391	['发热第3至第6天出现皮疹']
C2169395	['思维速度减慢（症状）']
C2169577	['近期非自愿减肥（症状）']
C2169578	['最近一年或更长时间的非自愿减肥（症状）']
C2169579	['最近几个月的非自愿减肥（症状）']
C2169614	['近期有意减肥']
C2169615	['近期因节食自愿减肥（症状）']
C2169616	['近期因诱导呕吐而自愿减肥（症状）']
C2169617	['最近因拒绝进食而自愿减肥（症状）']
C2169618	['近期与抗抑郁药物相关的体重增加（症状）']
C2169619	['近期与药物相关的体重增加（症状）']
C2169620	['最近体重增加超过预期增长（症状）']
C2169621	['最近体重增加（以磅为单位）（症状）']
C2169622	['最近一段时间内体重增加（症状）']
C2169623	['最近体重减轻（症状）']
C2169796	['胸痛或不适反复出现']
C2169797	['来来去去去的寒意']
C2169798	['反复头晕（症状）']
C2169801	['反复发作的晕厥（症状）']
C2169806	['不自主运动反复肌肉抽搐（抽搐）']
C2169812	['大便表面有红色血液，而不是与大便混合（症状）']
C2169814	['右眼红眼（症状）']
C2169815	['左眼是红色的']
C2169816	['牙龈发红（症状）']
C2169821	['白眼上有红色或血色生长（症状）']
C2169837	['阴茎远端发红（症状）']
C2169866	['双下眼睑发红（症状）']
C2169867	['左下眼睑以下发红（症状）']
C2169868	['下眼睑下发红（症状）']
C2169869	['右下眼睑发红']
C2169912	['左下肢软组织肿胀（症状）']
C2169913	['左上肢软组织肿胀（症状）']
C2169914	['右下肢软组织肿胀（症状）']
C2169915	['右上肢软组织肿胀（症状）']
C2169929	['经常冒险（症状）']
C2169930	['反刍和翻滚未消化的食物']
C2169931	['未消化食物反胃（症状）']
C2169932	['鼻塞（症状）']
C2169933	['睡眠时反胃（症状）']
C2169947	['与父母或监护人的人际关系问题']
C2169948	['同龄人的人际问题']
C2170206	['双肾肾绞痛（诊断）']
C2170207	['左肾肾绞痛（诊断）']
C2170208	['右肾肾绞痛（诊断）']
C2170435	['肌肉抽搐可以暂时抑制']
C2170436	['反复询问最近发生的事件（症状）']
C2170460	['重复性头部撞击（症状）']
C2174114	['行为挑剔（症状）']
C2178549	['毛衣指征（物理发现）']
C2178550	['右手毛衣手指征（物理发现）']
C2178551	['左手毛衣手指征（物理发现）']
C2178568	['林伯格右手手指征（物理发现）']
C2178569	['林伯格左手手指征（物理发现）']
C2178570	['林伯格的双手手指征（物理发现）']
C2178675	['双侧伊加瓦征']
C2182650	['2-3周的睡眠次数比平常多（症状）']
C2182927	['长大后渴望成为异性（症状）']
C2182928	['渴望摆脱生殖器（症状）']
C2183060	['诡计（症状）']
C2183267	['对角复视（症状）']
C2183293	['牛奶或奶制品后腹泻（症状）']
C2183294	['含虫腹泻（症状）']
C2183295	['腹泻']
C2183296	['腹部手术后一个月内腹泻（症状）']
C2183399	['难以唤醒（昏迷）']
C2183400	['来来往往的言语困难（症状）']
C2183409	['左眼闭合困难']
C2183410	['闭一只眼困难（症状）']
C2183411	['右眼闭合困难']
C2183418	['早上行动困难（症状）']
C2183422	['在背景噪音下听力困难（症状）']
C2183423	['难以辨别颜色']
C2183427	['吞咽困难（症状）']
C2183428	['向下看困难（症状）']
C2183429	['侧视困难（症状）']
C2183430	['向上看困难（症状）']
C2183431	['眼睛移动困难（症状）']
C2183432	['舌头向左移动困难（症状）']
C2183433	['舌头向右移动困难（症状）']
C2183434	['左眼睁开困难']
C2183435	['单眼睁开困难（症状）']
C2183436	['右眼睁开困难']
C2183438	['阅读困难通过将文本放得更远而得到改善（症状）']
C2183439	['跑步困难，但走路正常（症状）']
C2183440	['在强光下看不见东西（症状）']
C2183441	['启动和停止动作困难（症状）']
C2183442	['儿童时期开始和停止运动的困难（症状）']
C2183443	['吞咽困难伴疼痛（症状）']
C2183444	['吞咽困难伴返流（症状）']
C2183445	['吞咽困难恶化（症状）']
C2183448	['最近开始出现吞咽困难（症状）']
C2183449	['吞咽非常热或冷的食物困难（症状）']
C2183450	['吞咽困难伴鼻塞（症状）']
C2183453	['语言理解困难（症状）']
C2183463	['算术困难（症状）']
C2183465	['隐形眼镜使用困难（症状）']
C2183470	['从爬楼梯困难到从椅子上爬起来困难（症状）']
C2183472	['弥漫性双侧眶周肿胀（症状）']
C2183483	['关节痛突然发作']
