C0000742	['阿贝尔森白血病病毒']
C5358599	['表皮菌噬菌体P107C']
C5358600	['表皮菌噬菌体P108C']
C5358601	['Gordonia噬菌体Gudmit']
C5358602	['Gordonia噬菌体Opie']
C5358603	['戈尔多尼亚噬菌体伏特']
C5358604	['微杆菌噬菌体Matzah']
C5358605	['噬菌体微杆菌']
C5358606	['Atkinbua分支杆菌噬菌体']
C5358607	['分枝杆菌噬菌体鸟巢']
C5358608	['辛特罗噬菌体分枝杆菌']
C5358609	['噬菌体分枝杆菌']
C5358610	['莱普勒分支杆菌噬菌体']
C5358611	['噬菌体Onyinye分枝杆菌']
C5358612	['分枝杆菌噬菌体P28Green']
C5358613	['噬菌体分枝杆菌']
C5358614	['黄杆菌噬菌体vB_FspM_lotta8-1']
C5358615	['黄杆菌噬菌体vB_FspM_lotta8-2']
C5358616	['黄杆菌噬菌体vB_FspM_pippi8-1']
C5358617	['黄杆菌噬菌体vB_FspS_hattifnatt9-1']
C5358618	['黄杆菌噬菌体vB_FspS_hemulen6-1']
C5358619	['黄杆菌噬菌体vB_FspS_hemulen6-2']
C5358620	['黄杆菌噬菌体vB_FspS_hemulen9-1']
C5358621	['黄杆菌噬菌体vB_FspS_laban6-1']
C5358622	['黄杆菌噬菌体vB_FspS_lillamy9-1']
C5358623	['黄杆菌噬菌体vB_FspS_lillamy9-2']
C5358624	['黄杆菌噬菌体vB_FspS_lillamy9-3']
C5358625	['黄杆菌噬菌体vB_FspS_lillamy9-4']
C5358626	['黄杆菌噬菌体vB_FspS_lillamy9-5']
C5358627	['黄杆菌噬菌体vB_FspS_lillamy9-6']
C5358628	['黄杆菌噬菌体vB_FspS_lillamy9-7']
C5358629	['黄杆菌噬菌体vB_FspS_morran9-1']
C5358630	['黄杆菌噬菌体vB_FspS_腮腺炎6-1']
C5358631	['黄杆菌噬菌体vB_FspS_腮腺炎6-2']
C5358632	['黄杆菌噬菌体vB_FspS_腮腺炎6-3']
C5358633	['黄杆菌噬菌体vB_FspS_腮腺炎6-4']
C5358634	['黄杆菌噬菌体vB_FspS_腮腺炎9-1']
C5358635	['黄杆菌噬菌体vB_FspS_腮腺炎9-2']
C5358636	['黄杆菌噬菌体vB_FspS_腮腺炎9-3']
C5358637	['黄杆菌噬菌体vB_FspS_mymlan6-1']
C5358638	['黄杆菌噬菌体vB_FspS_mymlan6-2']
C5358639	['黄杆菌噬菌体vB_FspS_9-1']
C5358640	['黄杆菌噬菌体vB_FspS_9-2']
C5358641	['黄杆菌噬菌体vB_FspS_snork6-1']
C5358642	['黄杆菌噬菌体vB_FspS_snork6-2']
C5358643	['黄杆菌噬菌体vB_FspS_snork9-1']
C5358644	['黄杆菌噬菌体vB_FspS_SNUSUM6-1']
C5358645	['黄杆菌噬菌体vB_FspS_SNUSUM6-2']
C5358646	['黄杆菌噬菌体vB_FspS_SNUSUM6-3']
C5358647	['黄杆菌噬菌体vB_FspS_SNUSUM9-1']
C5358648	['黄杆菌噬菌体vB_FspS_9-1']
C5358649	['黄杆菌噬菌体vB_FspS_tant8-1']
C5358650	['黄杆菌噬菌体vB_FspS_Tootocki9-1']
C5358651	['甲烷杆菌病毒PhiF3']
C5358652	['克雷伯菌噬菌体vB_Kpn_P545']
C5358653	['弧菌噬菌体VP-HS15']
C5358654	['假单胞菌噬菌体pf8_ST274-AUS411']
C5358655	['土杆菌噬菌体GBK1']
C5358657	['不动杆菌噬菌体Lazarus']
C5358658	['伯托德不动杆菌噬菌体']
C5358659	['伊丽莎白菌噬菌体TCUEAP1']
C5358660	['不动杆菌噬菌体Kimel']
C5358663	['山茶相关betaflexivirus 3']
C5358664	['噬菌体弧菌VH1_2019']
C5358665	['反义不动杆菌噬菌体']
C5358666	['噬菌体弧菌VH2_2019']
C5358667	['氨基杆菌噬菌体']
C5358668	['鞘氨醇单胞菌噬菌体抗体']
C5358669	['鞘氨醇单胞菌噬菌体Kharn']
C5358670	['鞘氨醇单胞菌噬菌体Lucius']
C5358697	['噬菌体弧菌']
C5358698	['志贺菌病毒KRT47']
C5358700	['中上层杆菌噬菌体HTVC023P']
C5358701	['中上层杆菌噬菌体HTVC026P']
C5358702	['中上层杆菌噬菌体HTVC027P']
C5358703	['中上层杆菌噬菌体HTVC103P']
C5358704	['中上层杆菌噬菌体HTVC104P']
C5358705	['中上层杆菌噬菌体HTVC106P']
C5358706	['噬菌体']
C5358707	['中上层杆菌噬菌体HTVC112P']
C5358708	['中上层杆菌噬菌体HTVC202P']
C5358709	['白色分支杆菌噬菌体']
C5358710	['关节杆菌噬菌体AppleCider']
C5358711	['噬菌体微杆菌']
C5358712	['黑格德克维努分支杆菌噬菌体']
C5358713	['苏格兰分枝杆菌噬菌体']
C5358714	['锰结核分枝杆菌噬菌体']
C5358715	['微杆菌噬菌体伦齐']
C5358716	['果胶杆菌噬菌体MA12']
C5358717	['果胶杆菌噬菌体MA14']
C5358718	['与葡萄球菌相关的类尿毒症病毒1']
C5358719	['与葡萄球菌相关的类尿毒症病毒10']
C5358720	['与葡萄球菌相关的尿毒症样病毒11']
C5358721	['与葡萄球菌相关的尿毒症样病毒12']
C5358722	['与葡萄球菌相关的类尿毒症病毒13']
C5358723	['疟原虫-葡萄球菌相关性尿毒症样病毒14']
C5358724	['与葡萄球菌相关的尿毒症样病毒15']
C5358725	['与葡萄球菌相关的类尿毒症病毒16']
C5358726	['与葡萄球菌相关的类尿毒症病毒17']
C5358727	['与葡萄球菌相关的类尿毒症病毒18']
C5358728	['与葡萄球菌相关的类尿毒症病毒19']
C5358729	['与葡萄球菌相关的尿毒症样病毒2']
C5358730	['与葡萄球菌相关的类尿毒症病毒20']
C5358731	['疟原虫-葡萄球菌相关性尿毒症样病毒21']
C5358732	['与葡萄球菌相关的类尿毒症病毒22']
C5358733	['与葡萄球菌相关的尿毒症样病毒23']
C5358734	['葡萄球菌相关类尿毒症病毒24']
C5358735	['疟原虫-葡萄球菌相关性尿毒症样病毒25']
C5358736	['与葡萄球菌相关的类尿毒症病毒26']
C5358737	['与葡萄球菌相关的类尿毒症病毒27']
C5358738	['与葡萄球菌相关的类尿毒症病毒28']
C5358739	['与葡萄球菌相关的类尿毒症病毒29']
C5358740	['与葡萄球菌相关的尿毒症样病毒3']
C5358741	['葡萄霜样疟原虫相关尿毒症样病毒31']
C5358742	['与葡萄球菌相关的尿毒症样病毒32']
C5358743	['疟原虫-葡萄球菌相关性尿毒症样病毒33']
C5358744	['疟原虫-葡萄球菌相关性尿毒症样病毒34']
C5358745	['葡萄霜霉病相关尿毒症样病毒35']
C5358746	['葡萄球菌相关类尿毒症病毒36']
C5358747	['与葡萄球菌相关的类尿毒症病毒37']
C5358748	['与葡萄球菌相关的类尿毒症病毒38']
C5358749	['与葡萄球菌相关的类尿毒症病毒39']
C5358750	['与葡萄球菌相关的尿毒症样病毒4']
C5358751	['与葡萄球菌相关的类尿毒症病毒40']
C5358752	['与葡萄球菌相关的尿毒症样病毒41']
C5358753	['与葡萄球菌相关的尿毒症样病毒42']
C5358754	['与葡萄球菌相关的尿毒症样病毒43']
C5358755	['疟原虫-葡萄球菌相关性尿毒症样病毒44']
C5358756	['与葡萄球菌相关的尿毒症样病毒45']
C5358757	['疟原虫-葡萄球菌相关性尿毒症样病毒46']
C5358758	['与葡萄球菌相关的尿毒症样病毒47']
C5358759	['疟原虫-葡萄球菌相关性尿毒症样病毒48']
C5358760	['疟原虫-葡萄球菌相关性尿毒症样病毒49']
C5358761	['与葡萄球菌相关的尿毒症样病毒5']
C5358762	['疟原虫-葡萄球菌相关性尿毒症样病毒50']
C5358763	['疟原虫-葡萄球菌相关性尿毒症样病毒51']
C5358764	['疟原虫-葡萄球菌相关性尿毒症样病毒52']
C5358765	['疟原虫-葡萄球菌相关性尿毒症样病毒53']
C5358766	['疟原虫-葡萄球菌相关性尿毒症样病毒54']
C5358767	['疟原虫-葡萄球菌相关性尿毒症样病毒55']
C5358768	['疟原虫-葡萄球菌相关性尿毒症样病毒56']
C5358769	['与葡萄球菌相关的类尿毒症病毒57']
C5358770	['与葡萄球菌相关的类尿毒症病毒58']
C5358771	['与葡萄球菌相关的类尿毒症病毒59']
C5358772	['与葡萄球菌相关的尿毒症样病毒6']
C5358773	['葡萄球菌相关类尿毒症病毒60']
C5358774	['疟原虫-葡萄球菌相关性尿毒症样病毒61']
C5358775	['疟原虫-葡萄球菌相关性尿毒症样病毒62']
C5358776	['葡萄霜霉病相关尿毒症样病毒63']
C5358777	['与葡萄球菌相关的类尿毒症病毒64']
C5358778	['与葡萄球菌相关的类尿毒症病毒65']
C5358779	['葡萄霜霉病相关尿毒症样病毒66']
C5358780	['与葡萄球菌相关的类尿毒症病毒67']
C5358781	['与葡萄球菌相关的类尿毒症病毒68']
C5358782	['与葡萄球菌相关的类尿毒症病毒69']
C5358783	['与葡萄球菌相关的尿毒症样病毒7']
C5358784	['葡萄球菌相关类尿毒症病毒70']
C5358785	['与葡萄球菌相关的类尿毒症病毒71']
C5358786	['与葡萄球菌相关的类尿毒症病毒72']
C5358787	['疟原虫-葡萄球菌相关性尿毒症样病毒73']
C5358788	['葡萄球菌相关类尿毒症病毒74']
C5358789	['葡萄球菌相关类尿毒症病毒75']
C5358790	['葡萄霜霉病相关尿毒症样病毒76']
C5358791	['疟原虫-葡萄球菌相关性尿毒症样病毒77']
C5358792	['与葡萄球菌相关的类尿毒症病毒78']
C5358793	['与葡萄球菌相关的类尿毒症病毒79']
C5358794	['与葡萄球菌相关的类尿毒症病毒8']
C5358795	['葡萄霜霉病相关尿毒症样病毒80']
C5358796	['疟原虫-葡萄球菌相关性尿毒症样病毒81']
C5358797	['疟原虫-葡萄球菌相关性尿毒症样病毒82']
C5358798	['葡萄霜霉病相关尿毒症样病毒83']
C5358799	['与葡萄球菌相关的类尿毒症病毒84']
C5358800	['与葡萄球菌相关的类尿毒症病毒85']
C5358801	['葡萄霜霉病相关尿毒症样病毒86']
C5358802	['疟原虫-葡萄球菌相关类尿毒症病毒87']
C5358803	['葡萄球菌相关类尿毒症病毒88']
C5358804	['与葡萄球菌相关的类尿毒症病毒89']
C5358805	['与葡萄球菌相关的尿毒症样病毒9']
C5358806	['葡萄球菌相关类尿毒症病毒90']
C5358807	['葡萄球菌相关类尿毒症病毒91']
C5359418	['病毒2型病毒']
C5359419	['三型病毒']
C5359420	['里比科拉病毒4号']
C5359421	['里比科拉克罗纳蒂病毒5型']
C5359422	['古尔迪查利诺布氏甲冠状病毒']
C5359423	['维斯帕德鲁斯-巴沃斯托基α冠状病毒']
C5359424	['大黄蜂甲冠状病毒']
C5359425	['森氏查氏菌α冠状病毒']
C5359426	['马肯齐群岛甲冠状病毒']
C5359427	['Ozimops sp.α冠状病毒']
C5359428	['古尔迪查利诺布氏副粘病毒']
C5359429	['家蚕副粘病毒']
C5359430	['斯科托雷彭斯-鲍斯顿副粘病毒']
C5359431	['雷氏胡蜂副粘病毒']
C5359992	['克雷伯菌噬菌体PhiKpNIH-6']
C5359993	['克雷伯菌噬菌体PhiKpNIH-10']
C5359994	['克雷伯菌噬菌体PhiKpNIH-2']
C5359995	['番木瓜斑驳相关病毒']
C5359999	['疟原虫相关支原体病毒样病毒1']
C5360000	['疟原虫相关支原体病毒样病毒3']
C5360001	['疟原虫相关支原体病毒样病毒4']
C5360002	['疟原虫相关支原体病毒样病毒5']
C5360003	['疟原虫相关支原体病毒样病毒6']
C5360004	['疟原虫相关支原体病毒样病毒7']
C5360005	['与葡萄球菌相关的疟原虫1型病毒']
C5360006	['与葡萄球菌相关的疟原虫2型病毒']
C5360007	['与葡萄球菌相关的疟原虫3型病毒']
C5360008	['与葡萄球菌相关的疟原虫4型病毒']
C5360009	['葡萄霜霉病相关totivirus-like 1']
C5360010	['葡萄霜样疟原虫相关totivirus-like 2']
C5360011	['葡萄斑原虫相关totivirus-like 3']
C5360012	['葡萄斑原虫相关totivirus-like 4']
C5360013	['葡萄斑原虫相关totivirus-like 5']
C5360024	['葡萄霜霉病相关双链RNA病毒1']
C5360039	['Atrato Chu样病毒1']
C5360040	['阿特拉托-楚样病毒2']
C5360041	['阿特拉托-楚样病毒4']
C5360042	['Atrato Chu样病毒5']
C5360043	['Atrato Partiti样病毒1']
C5360044	['Atrato Partiti样病毒2']
C5360045	['Atrato Partiti样病毒3']
C5360046	['Atrato Partiti样病毒4']
C5360047	['Atrato Partiti样病毒5']
C5360048	['Atrato Partiti样病毒6']
C5360049	['Atrato-Denso样病毒']
C5360050	['Atrato Denso样病毒1']
C5360051	['阿特拉托横纹肌样病毒2']
C5360052	['阿特拉托横纹肌样病毒3']
C5360053	['阿特拉托病毒']
C5360054	['安伯拉病毒']
C5360055	['穆里病毒']
C5360056	['皮辛戈斯病毒']
C5360057	['阿特拉托-维加样病毒2']
C5360058	['阿特拉托-维加样病毒3']
C5360059	['阿特拉托-维加样病毒4']
C5360060	['阿特拉托-维加样病毒5']
C5360061	['阿特拉托-维加样病毒6']
C5360062	['阿特拉托-维加样病毒7']
C5360063	['Atrato Sobemo样病毒1']
C5360064	['Atrato Sobemo样病毒2']
C5360065	['Atrato Sobemo样病毒3']
C5360066	['Atrato Sobemo样病毒4']
C5360067	['Atrato Sobemo样病毒5']
C5360068	['Atrato Sobemo样病毒6']
C5360069	['阿特拉托小核糖核酸样病毒']
C5360070	['阿特拉托小核糖核酸样病毒1']
C5360071	['黄曲霉样病毒1']
C5360072	['阿特拉托-雷奥样病毒']
C5360073	['查杰拉多病毒']
C5360074	['伊斯拉病毒']
C5360075	['萨巴莱塔病毒']
C5360076	['阿特拉托类逆转录病毒']
C5360077	['Chibugado病毒']
C5360078	['根加多病毒']
C5360079	['穆林多病毒']
C5360080	['萨拉多病毒']
C5360081	['科雷多病毒']
C5360082	['纳兰吉病毒']
C5360083	['阿特拉托阴性样病毒1']
C5360084	['Atrato Gouko样病毒1']
C5360085	['瓜瓜病毒']
C5360086	['潜水员脊髓灰质炎核型多角体病毒']
C5360093	['与葡萄球菌相关的疟原虫二分型分枝病毒1']
C5360094	['柑橘枯萎病相关副逆转录病毒']
C5360165	['葡萄霜霉病相关肉毒杆菌1型']
C5360166	['葡萄霜霉病相关肉毒杆菌2型']
C5360179	['葡萄霜霉病相关partiti样病毒1']
C5360180	['葡萄霜霉病相关partiti样病毒2']
C5360181	['尿毒症样病毒。']
C5360183	['菜豆单链RNA病毒']
C5360242	['肠杆菌噬菌体LAU1']
C5360243	['尼克托菲卢斯-杰夫罗伊腺病毒']
C5360249	['古尔迪腺病毒']
C5360250	['Nyctophilus gouldi腺病毒']
C5360251	['大黄蜂腺病毒']
C5360693	['光滑喙ani腺病毒1']
C5360694	['热带尖叫猫头鹰腺病毒1']
C5360710	['未分类洛基病毒']
C5360877	['冠状病毒预测CoV-85']
C5360884	['未分类杜文纳病毒']
C5360885	['埃及卢塞特蝙蝠冠状病毒229E相关']
C5360886	['未分类细脉病毒']
C5360887	['小翼龙蝙蝠冠状病毒HKU8相关']
C5360888	['schreibersii蝙蝠冠状病毒1相关病毒']
C5360889	['厚胸泰龙蝙蝠冠状病毒HKU4相关']
C5360890	['abramus蝙蝠冠状病毒HKU5相关']
C5360891	['未分类冠状病毒']
C5360892	['库利黑松鼠蝙蝠冠状病毒512相关']
C5360893	['未分类莱茵病毒']
C5360894	['嗜鼻龙蝙蝠冠状病毒HKU2相关']
C5360895	['未分类十冠状病毒']
C5360896	['河马波莫纳蝙蝠冠状病毒HKU10相关']
C5360897	['波莫纳蝙蝠冠状病毒CHB25']
C5361006	['葡萄霜霉病相关病毒1']
C5361007	['葡萄球菌相关疟原虫Partitivirus 10']
C5361008	['葡萄球菌相关疟原虫Partitivirus 2']
C5361009	['葡萄球菌相关疟原虫病毒3']
C5361010	['葡萄球菌相关疟原虫病毒4']
C5361011	['葡萄球菌相关疟原虫5型病毒']
C5361012	['葡萄球菌相关疟原虫Partitivirus 6']
C5361013	['葡萄霜霉病相关病毒7']
C5361014	['葡萄球菌相关疟原虫Partitivirus 8']
C5361015	['葡萄球菌相关疟原虫病毒9']
C5361016	['葡萄霜霉病相关单阴病毒1']
C5361017	['葡萄霜霉病相关单核病毒2型']
C5361018	['葡萄霜霉病相关单内甘比病毒1']
C5361019	['葡萄霜霉病相关单内甘比病毒2型']
C5361020	['葡萄霜霉病相关单内甘比病毒3']
C5361021	['葡萄霜霉病相关单内甘比病毒4']
C5361022	['葡萄霜霉病相关单内甘比病毒5']
C5361023	['葡萄霜霉病相关单内甘比病毒6']
C5361024	['葡萄霜霉病相关mononegaambi病毒7']
C5361025	['葡萄霜霉病相关单内甘比病毒8']
C5361026	['葡萄霜霉病相关单内甘比病毒9']
C5361027	['葡萄霜霉病相关粘虫病毒1']
C5361072	['葡萄霜霉病相关维加样病毒5']
C5361073	['葡萄霜霉病相关维加样病毒6']
C5361074	['葡萄霜霉病相关维加样病毒7']
C5361075	['葡萄霜霉病相关维加样病毒1']
C5361076	['葡萄霜霉病相关维加样病毒2']
C5361077	['葡萄霜霉病相关维加样病毒3']
C5361078	['与番茄样病毒1相关的葡萄霜霉病']
C5361079	['葡萄霜霉病相关tombus样病毒2']
C5361080	['葡萄霜霉病相关sobemo样病毒1']
C5361081	['葡萄霜霉病相关小核糖核酸样病毒3']
C5361082	['葡萄霜霉病相关小核糖核酸样病毒1']
C5361083	['葡萄霜霉病相关小核糖核酸样病毒2']
C5361084	['葡萄霜霉病相关京曼样病毒1']
C5361085	['葡萄霜霉病相关α样病毒1']
C5361086	['白斑病相关银汞合金样病毒1']
C5361087	['葡萄霜霉病相关双歧病毒1']
C5361088	['葡萄霜霉病相关双歧病毒2型']
C5361089	['葡萄霜霉病相关双孢霉样病毒1']
C5361090	['葡萄霜霉病相关类黄病毒1']
C5361092	['葡萄霜霉病相关镰刀菌1型病毒']
C5361093	['葡萄霜霉病相关镰刀菌2型病毒']
C5361094	['葡萄霜霉病相关镰刀菌3型病毒']
C5361095	['葡萄霜霉病相关流感病毒1型']
C5361096	['葡萄霜霉病相关奈多样病毒1']
C5361097	['葡萄霜霉病相关poty样病毒1']
C5361098	['葡萄霜霉病相关雅多卡里病毒1']
C5361122	['Biston-robustus cypovirus']
C5361128	['沙门氏菌噬菌体SP1 SHa-2019']
C5361129	['沙门氏菌噬菌体SP2 SHa-2019']
C5361130	['沙门氏菌噬菌体SP4 SHa-2019']
C5361205	['丝裂病毒JS1']
C5361206	['丝裂病毒JS2']
C5361207	['丝裂病毒JS3']
C5361208	['丝裂病毒JS4']
C5361209	['丝裂病毒JS5']
C5361245	['昆虫相关甲型流感病毒1']
C5361246	['昆虫相关甲型流感病毒3']
C5361247	['昆虫相关鼓膜病毒1']
C5361248	['昆虫相关鼓膜病毒10']
C5361249	['昆虫相关鼓膜病毒11']
C5361250	['昆虫相关鼓膜病毒12']
C5361251	['昆虫相关鼓膜病毒2']
C5361252	['昆虫相关鼓膜病毒3']
C5361253	['昆虫相关鼓膜病毒4']
C5361254	['昆虫相关鼓膜病毒5']
C5361255	['昆虫相关鼓膜病毒6']
C5361256	['昆虫相关鼓膜病毒7']
C5361257	['昆虫相关鼓膜病毒8']
C5361258	['昆虫相关鼓膜病毒9']
C5361259	['昆虫相关双病毒4']
C5361260	['昆虫相关共病毒']
C5361261	['昆虫相关乳腺病毒1']
C5361262	['昆虫相关Tombus1病毒']
C5361263	['昆虫相关怀卡病毒1']
C5361264	['番木瓜病毒']
C5361265	['番木瓜双病毒1型']
C5361266	['番木瓜双病毒2']
C5361267	['番木瓜核弹病毒1']
C5361268	['科莫病毒。']
C5361269	['茎病毒。']
C5361270	['内源性逆转录病毒。']
C5361271	['马斯特病毒。']
C5361400	['大肠杆菌噬菌体JN01']
C5361401	['大肠杆菌噬菌体2725-N35']
C5361402	['变形杆菌噬菌体P16-2532']
C5361403	['变形杆菌噬菌体2207-N35']
C5361404	['黄杆菌噬菌体fF4']
C5361410	['海洋病毒AFVG_117M1']
C5361411	['海洋病毒AFVG_117M10']
C5361412	['海洋病毒AFVG_117M11']
C5361413	['海洋病毒AFVG_117M12']
C5361414	['海洋病毒AFVG_117M13']
C5361415	['海洋病毒AFVG_117M14']
C5361416	['海洋病毒AFVG_117M15']
C5361417	['海洋病毒AFVG_117M16']
C5361418	['海洋病毒AFVG_117M17']
C5361419	['海洋病毒AFVG_117M18']
C5361420	['海洋病毒AFVG_117M19']
C5361421	['海洋病毒AFVG_117M2']
C5361422	['海洋病毒AFVG_117M20']
C5361423	['海洋病毒AFVG_117M21']
C5361424	['海洋病毒AFVG_117M22']
C5361425	['海洋病毒AFVG_117M23']
C5361426	['海洋病毒AFVG_117M24']
C5361427	['海洋病毒AFVG_117M25']
C5361428	['海洋病毒AFVG_117M26']
C5361429	['海洋病毒AFVG_117M27']
C5361430	['海洋病毒AFVG_117M28']
C5361431	['海洋病毒AFVG_117M29']
C5361432	['海洋病毒AFVG_117M3']
C5361433	['海洋病毒AFVG_117M30']
C5361434	['海洋病毒AFVG_117M31']
C5361435	['海洋病毒AFVG_117M32']
C5361436	['海洋病毒AFVG_117M33']
C5361437	['海洋病毒AFVG_117M34']
C5361438	['海洋病毒AFVG_117M35']
C5361439	['海洋病毒AFVG_117M36']
C5361440	['海洋病毒AFVG_117M37']
C5361441	['海洋病毒AFVG_117M39']
C5361442	['海洋病毒AFVG_117M4']
C5361443	['海洋病毒AFVG_117M40']
C5361444	['海洋病毒AFVG_117M41']
C5361445	['海洋病毒AFVG_117M42']
C5361446	['海洋病毒AFVG_117M43']
C5361447	['海洋病毒AFVG_117M44']
C5361448	['海洋病毒AFVG_117M45']
C5361449	['海洋病毒AFVG_117M46']
C5361450	['海洋病毒AFVG_117M47']
C5361451	['海洋病毒AFVG_117M48']
C5361452	['海洋病毒AFVG_117M49']
C5361453	['海洋病毒AFVG_117M5']
C5361454	['海洋病毒AFVG_117M50']
C5361455	['海洋病毒AFVG_117M51']
C5361456	['海洋病毒AFVG_117M52']
C5361457	['海洋病毒AFVG_117M53']
C5361458	['海洋病毒AFVG_117M54']
C5361459	['海洋病毒AFVG_117M55']
C5361460	['海洋病毒AFVG_117M56']
C5361461	['海洋病毒AFVG_117M57']
C5361462	['海洋病毒AFVG_117M58']
C5361463	['海洋病毒AFVG_117M59']
C5361464	['海洋病毒AFVG_117M6']
C5361465	['海洋病毒AFVG_117M60']
C5361466	['海洋病毒AFVG_117M61']
C5361467	['海洋病毒AFVG_117M62']
C5361468	['海洋病毒AFVG_117M63']
C5361469	['海洋病毒AFVG_117M64']
C5361470	['海洋病毒AFVG_117M65']
C5361471	['海洋病毒AFVG_117M66']
C5361472	['海洋病毒AFVG_117M67']
C5361473	['海洋病毒AFVG_117M68']
C5361474	['海洋病毒AFVG_117M69']
C5361475	['海洋病毒AFVG_117M7']
C5361476	['海洋病毒AFVG_117M70']
C5361477	['海洋病毒AFVG_117M71']
C5361478	['海洋病毒AFVG_117M72']
C5361479	['海洋病毒AFVG_117M73']
C5361480	['海洋病毒AFVG_117M74']
C5361481	['海洋病毒AFVG_117M75']
C5361482	['海洋病毒AFVG_117M76']
C5361483	['海洋病毒AFVG_117M78']
C5361484	['海洋病毒AFVG_117M79']
C5361485	['海洋病毒AFVG_117M8']
C5361486	['海洋病毒AFVG_117M80']
C5361487	['海洋病毒AFVG_117M81']
C5361488	['海洋病毒AFVG_117M82']
C5361489	['海洋病毒AFVG_117M83']
C5361490	['海洋病毒AFVG_117M84']
C5361491	['海洋病毒AFVG_117M85']
C5361492	['海洋病毒AFVG_117M86']
C5361493	['海洋病毒AFVG_117M87']
C5361494	['海洋病毒AFVG_117M88']
C5361495	['海洋病毒AFVG_117M89']
C5361496	['海洋病毒AFVG_117M9']
C5361497	['海洋病毒AFVG_117M90']
C5361498	['海洋病毒AFVG_117M91']
C5361499	['海洋病毒AFVG_117M92']
C5361500	['海洋病毒AFVG_117M93']
C5361501	['海洋病毒AFVG_250M1']
C5361502	['海洋病毒AFVG_250M10']
C5361503	['海洋病毒AFVG_250M100']
C5361504	['海洋病毒AFVG_250M1000']
C5361505	['海洋病毒AFVG_250M1001']
C5361506	['海洋病毒AFVG_250M1002']
C5361507	['海洋病毒AFVG_250M1003']
C5361508	['海洋病毒AFVG_250M1004']
C5361509	['海洋病毒AFVG_250M1005']
C5361510	['海洋病毒AFVG_250M1006']
C5361511	['海洋病毒AFVG_250M1007']
C5361512	['海洋病毒AFVG_250M1008']
C5361513	['海洋病毒AFVG_250M1009']
C5361514	['海洋病毒AFVG_250M101']
C5361515	['海洋病毒AFVG_250M1010']
C5361516	['海洋病毒AFVG_250M1011']
C5361517	['海洋病毒AFVG_250M1012']
C5361518	['海洋病毒AFVG_250M1013']
C5361519	['海洋病毒AFVG_250M1014']
C5361520	['海洋病毒AFVG_250M1016']
C5361521	['海洋病毒AFVG_250M1017']
C5361522	['海洋病毒AFVG_250M1018']
C5361523	['海洋病毒AFVG_250M1019']
C5361524	['海洋病毒AFVG_250M102']
C5361525	['海洋病毒AFVG_250M1020']
C5361526	['海洋病毒AFVG_250M1021']
C5361527	['海洋病毒AFVG_250M1022']
C5361528	['海洋病毒AFVG_250M1023']
C5361529	['海洋病毒AFVG_250M1024']
C5361530	['海洋病毒AFVG_250M1025']
C5361531	['海洋病毒AFVG_250M1026']
C5361532	['海洋病毒AFVG_250M1027']
C5361533	['海洋病毒AFVG_250M1028']
C5361534	['海洋病毒AFVG_250M1029']
C5361535	['海洋病毒AFVG_250M103']
C5361536	['海洋病毒AFVG_250M1030']
C5361537	['海洋病毒AFVG_250M1031']
C5361538	['海洋病毒AFVG_250M1032']
C5361539	['海洋病毒AFVG_250M1033']
C5361540	['海洋病毒AFVG_250M1034']
C5361541	['海洋病毒AFVG_250M1035']
C5361542	['海洋病毒AFVG_250M1036']
C5361543	['海洋病毒AFVG_250M1037']
C5361544	['海洋病毒AFVG_250M1038']
C5361545	['海洋病毒AFVG_250M1039']
C5361546	['海洋病毒AFVG_250M104']
C5361547	['海洋病毒AFVG_250M1040']
C5361548	['海洋病毒AFVG_250M1041']
C5361549	['海洋病毒AFVG_250M1042']
C5361550	['海洋病毒AFVG_250M1043']
C5361551	['海洋病毒AFVG_250M1044']
C5361552	['海洋病毒AFVG_250M1045']
C5361553	['海洋病毒AFVG_250M1046']
C5361554	['海洋病毒AFVG_250M1047']
C5361555	['海洋病毒AFVG_250M1048']
C5361556	['海洋病毒AFVG_250M1049']
C5361557	['海洋病毒AFVG_250M105']
C5361558	['海洋病毒AFVG_250M1050']
C5361559	['海洋病毒AFVG_250M1052']
C5361560	['海洋病毒AFVG_250M1053']
C5361561	['海洋病毒AFVG_250M1054']
C5361562	['海洋病毒AFVG_250M1055']
C5361563	['海洋病毒AFVG_250M1056']
C5361564	['海洋病毒AFVG_250M1057']
C5361565	['海洋病毒AFVG_250M1058']
C5361566	['海洋病毒AFVG_250M1059']
C5361567	['海洋病毒AFVG_250M106']
C5361568	['海洋病毒AFVG_250M1060']
C5361569	['海洋病毒AFVG_250M1061']
C5361570	['海洋病毒AFVG_250M1062']
C5361571	['海洋病毒AFVG_250M1063']
C5361572	['海洋病毒AFVG_250M1064']
C5361573	['海洋病毒AFVG_250M1065']
C5361574	['海洋病毒AFVG_250M1066']
C5361575	['海洋病毒AFVG_250M1067']
C5361576	['海洋病毒AFVG_250M1068']
C5361577	['海洋病毒AFVG_250M1069']
C5361578	['海洋病毒AFVG_250M107']
C5361579	['海洋病毒AFVG_250M1070']
C5361580	['海洋病毒AFVG_250M1071']
C5361581	['海洋病毒AFVG_250M1072']
C5361582	['海洋病毒AFVG_250M1073']
C5361583	['海洋病毒AFVG_250M1074']
C5361584	['海洋病毒AFVG_250M1075']
C5361585	['海洋病毒AFVG_250M1076']
C5361586	['海洋病毒AFVG_250M1077']
