C0000886	['棘细胞']
C5157395	['CD22爆炸和#x7C；XXX和#x7C；细胞标记物']
C5157396	['CD22细胞&#x7C；血液和#x7C；细胞标记物']
C5157397	['CD22+CD19+#x7C；白细胞&#x7C；细胞标记物']
C5157399	['CD227细胞&#x7C；血液和#x7C；细胞标记物']
C5157402	['CD23细胞&#x7C；血液和#x7C；细胞标记物']
C5157403	['CD23+CD38+细胞和#x7C；血液和#x7C；细胞标记物']
C5157405	['CD235a细胞和#x7C；血液和#x7C；细胞标记物']
C5157407	['CD24细胞&#x7C；血液和#x7C；细胞标记物']
C5157410	['CD25细胞&#x7C；血液和#x7C；细胞标记物']
C5157411	['CD25细胞&#x7C；XXX和#x7C；细胞标记物']
C5157420	['CD3爆炸&#x7C；血液和#x7C；细胞标记物']
C5157421	['CD3爆炸&#x7C；骨髓和#x7C；细胞标记物']
C5157422	['CD3爆炸&#x7C；XXX和#x7C；细胞标记物']
C5157423	['CD3-CD8-CD57+细胞和#x7C；血液和#x7C；细胞标记物']
C5157424	['CD3细胞&#x7C；血液和#x7C；细胞标记物']
C5157425	['CD3细胞&#x7C；骨髓和#x7C；细胞标记物']
C5157426	['CD3细胞&#x7C；脑脊髓液&x7C；细胞标记物']
C5157427	['CD3细胞&#x7C；XXX和#x7C；细胞标记物']
C5157428	['CD3+CD16+CD56+细胞和#x7C；血液和#x7C；细胞标记物']
C5157429	['CD3+CD16+CD56+细胞和#x7C；骨髓和#x7C；细胞标记物']
C5157430	['CD3+CD25+细胞和#x7C；血液和#x7C；细胞标记物']
C5157431	['CD3+CD25+细胞和#x7C；骨髓和#x7C；细胞标记物']
C5157432	['CD3+CD25+细胞和#x7C；组织和涂片&#x7C；细胞标记物']
C5157433	['CD3+CD25+细胞和#x7C；XXX和#x7C；细胞标记物']
C5157434	['CD3+CD26+细胞和#x7C；血液和#x7C；细胞标记物']
C5157435	['CD3+CD4+（T4辅助）细胞和#x7C；血液和#x7C；细胞标记物']
C5157436	['CD3+CD4+（T4辅助）细胞和#x7C；骨髓和#x7C；细胞标记物']
C5157437	['CD3+CD4+（T4辅助）细胞和#x7C；脑脊髓液&x7C；细胞标记物']
C5157438	['CD3+CD4+（T4辅助）细胞和#x7C；组织和涂片&#x7C；细胞标记物']
C5157439	['CD3+CD4+（T4辅助）细胞&#x7C；XXX和#x7C；细胞标记物']
C5157440	['CD3+CD4+CD27+CD45RO+CD62L+细胞和#x7C；血液和#x7C；细胞标记物']
C5157441	['CD3+CD4+CD27+CD62L+细胞和#x7C；血液和#x7C；细胞标记物']
C5157442	['CD3+CD4+CD27-CD45RO+CD62L-细胞和#x7C；血液和#x7C；细胞标记物']
C5157443	['CD3+CD4+CD28+HLA DR+细胞和#x7C；血液和#x7C；细胞标记物']
C5157444	['CD3+CD4+CD45RO+细胞和#x7C；血液和#x7C；细胞标记物']
C5157445	['CD3+CD45+细胞#x7C；血液和#x7C；细胞标记物']
C5157446	['CD3+CD5-细胞和#x7C；脑脊髓液&x7C；细胞标记物']
C5157447	['CD3+CD5+细胞和#x7C；脑脊髓液&x7C；细胞标记物']
C5157448	['CD3+CD56+细胞和#x7C；血液和#x7C；细胞标记物']
C5157449	['CD3+CD56+细胞和#x7C；体液&#x7C；细胞标记物']
C5157450	['CD3+CD56+细胞和#x7C；骨髓和#x7C；细胞标记物']
C5157451	['CD3+CD56+细胞和#x7C；组织和涂片&#x7C；细胞标记物']
C5157452	['CD3+CD57+细胞和#x7C；血液和#x7C；细胞标记物']
C5157453	['CD3+CD62L+细胞和#x7C；血液和#x7C；细胞标记物']
C5157454	['CD3+CD8+（T8抑制细胞）细胞和#x7C；血液和#x7C；细胞标记物']
C5157455	['CD3+CD8+（T8抑制细胞）细胞和#x7C；骨髓和#x7C；细胞标记物']
C5157456	['CD3+CD8+（T8抑制细胞）细胞和#x7C；脑脊髓液&x7C；细胞标记物']
C5157457	['CD3+CD8+（T8抑制细胞）细胞和#x7C；组织和涂片&#x7C；细胞标记物']
C5157458	['CD3+CD8+（T8抑制细胞）细胞和#x7C；XXX和#x7C；细胞标记物']
C5157459	['CD3+CD8+CD27+CD62L+细胞和#x7C；血液和#x7C；细胞标记物']
C5157460	['CD3+CD8+CD27-CD45RO+CD62L-细胞和#x7C；血液和#x7C；细胞标记物']
C5157461	['CD3+CD8+CD28+HLA DR+细胞和#x7C；血液和#x7C；细胞标记物']
C5157462	['CD3+CD8+CD45RO+细胞和#x7C；血液和#x7C；细胞标记物']
C5157463	['CD3+CD8+CD57+细胞和#x7C；血液和#x7C；细胞标记物']
C5157464	['CD3+DR+#x7C；白细胞&#x7C；细胞标记物']
C5157465	['CD3+HLA-DR+细胞和#x7C；血液和#x7C；细胞标记物']
C5157466	['CD3+HLA-DR+细胞和#x7C；体液&#x7C；细胞标记物']
C5157467	['CD3+HLA-DR+细胞和#x7C；骨髓和#x7C；细胞标记物']
C5157468	['CD3+HLA-DR+细胞和#x7C；脑脊髓液&x7C；细胞标记物']
C5157469	['CD3+HLA-DR+细胞和#x7C；组织和涂片&#x7C；细胞标记物']
C5157470	['CD3+HLA-DR+细胞和#x7C；XXX和#x7C；细胞标记物']
C5157471	['CD3+IL2R1+细胞和#x7C；血液和#x7C；细胞标记物']
C5157472	['CD3+TCRα-β+细胞#x7C；血液和#x7C；细胞标记物']
C5157473	['CD3+TCRγδ+细胞和#x7C；血液和#x7C；细胞标记物']
C5157476	['CD30细胞&#x7C；血液和#x7C；细胞标记物']
C5157477	['CD30细胞&#x7C；XXX和#x7C；细胞标记物']
C5157483	['CD33爆炸和#x7C；血液和#x7C；细胞标记物']
C5157484	['CD33爆炸和#x7C；骨髓和#x7C；细胞标记物']
C5157485	['CD33爆炸和#x7C；XXX和#x7C；细胞标记物']
C5157486	['CD33细胞&#x7C；血液和#x7C；细胞标记物']
C5157490	['CD34爆炸和#x7C；血液和#x7C；细胞标记物']
C5157491	['CD34爆炸和#x7C；骨髓和#x7C；细胞标记物']
C5157492	['CD34爆炸和#x7C；XXX和#x7C；细胞标记物']
C5157493	['CD34细胞&#x7C；血液和#x7C；细胞标记物']
C5157494	['CD34细胞&#x7C；血液制品部#x7C；血液和#x7C；细胞标记物']
C5157495	['CD34细胞&#x7C；体液&#x7C；细胞标记物']
C5157496	['CD34细胞&#x7C；XXX和#x7C；细胞标记物']
C5157497	['CD34+CD117+爆炸和#x7C；血液和#x7C；细胞标记物']
C5157498	['CD34+CD117+爆炸和#x7C；骨髓和#x7C；细胞标记物']
C5157499	['CD34+CD117+爆炸和#x7C；XXX和#x7C；细胞标记物']
C5157500	['CD34+DR+#x7C；白细胞&#x7C；细胞标记物']
C5157504	['CD36爆炸和#x7C；血液和#x7C；细胞标记物']
C5157505	['CD36爆炸和#x7C；骨髓和#x7C；细胞标记物']
C5157506	['CD36爆破&#x7C；XXX和#x7C；细胞标记物']
C5157507	['CD36细胞&#x7C；血液和#x7C；细胞标记物']
C5157511	['CD38细胞&#x7C；血液和#x7C；细胞标记物']
C5157512	['CD38+Lambda+细胞和#x7C；血液和#x7C；细胞标记物']
C5157513	['CD38+CD138+细胞和#x7C；血液和#x7C；细胞标记物']
C5157515	['CD3-CD16+细胞和#x7C；血液和#x7C；细胞标记物']
C5157516	['CD3-CD16+细胞和#x7C；体液&#x7C；细胞标记物']
C5157517	['CD3-CD16+细胞和#x7C；骨髓和#x7C；细胞标记物']
C5157518	['CD3-CD16+细胞和#x7C；组织和涂片&#x7C；细胞标记物']
C5157519	['CD3-CD16+CD56+（自然杀伤）细胞#x7C；血液和#x7C；细胞标记物']
C5157520	['CD3-CD16+CD56+（自然杀伤）细胞#x7C；骨髓和#x7C；细胞标记物']
C5157521	['CD3-CD16+CD56+（自然杀伤）细胞#x7C；组织和涂片&#x7C；细胞标记物']
C5157522	['CD3-CD16+CD56+（自然杀伤）细胞#x7C；XXX和#x7C；细胞标记物']
C5157523	['CD3-CD19+细胞和#x7C；血液和#x7C；细胞标记物']
C5157524	['CD3-CD45+细胞#x7C；血液和#x7C；细胞标记物']
C5157525	['CD3-CD56+细胞和#x7C；血液和#x7C；细胞标记物']
C5157526	['CD3-CD57+细胞和#x7C；血液和#x7C；细胞标记物']
C5157527	['CD3-CD57+细胞和#x7C；体液&#x7C；细胞标记物']
C5157528	['CD3-CD57+细胞和#x7C；骨髓和#x7C；细胞标记物']
C5157529	['CD3-CD57+细胞和#x7C；组织和涂片&#x7C；细胞标记物']
C5157532	['CD4细胞&#x7C；血液和#x7C；细胞标记物']
C5157533	['CD4细胞&#x7C；XXX和#x7C；细胞标记物']
C5157536	['CD4+CD26-细胞和#x7C；血液和#x7C；细胞标记物']
C5157537	['CD4+CD25+细胞#x7C；血液和#x7C；细胞标记物']
C5157538	['CD4+CD25+CD45RA+CD127Low+细胞和#x7C；血液和#x7C；细胞标记物']
C5157539	['CD4+CD25+CD45RO+CD127Low+细胞和#x7C；血液和#x7C；细胞标记物']
C5157540	['CD4+CD25-CD127+细胞#x7C；血液和#x7C；细胞标记物']
C5157541	['CD4+CD28+细胞#x7C；血液和#x7C；细胞标记物']
C5157542	['CD4+CD29+细胞#x7C；血液和#x7C；细胞标记物']
C5157543	['CD4+CD45+细胞#x7C；血液和#x7C；细胞标记物']
C5157544	['CD4+CD45RA+细胞#x7C；血液和#x7C；细胞标记物']
C5157545	['CD4+CD45RA+CD45RB+CD45RC+细胞&#x7C；体液&#x7C；细胞标记物']
C5157546	['CD4+CD45RA+CD45RB+CD45RC+细胞&#x7C；骨髓和#x7C；细胞标记物']
C5157547	['CD4+CD45RA+CD45RB+CD45RC+细胞&#x7C；脑脊髓液&x7C；细胞标记物']
C5157548	['CD4+CD45RA+CD45RB+CD45RC+细胞&#x7C；组织和涂片&#x7C；细胞标记物']
C5157549	['CD4+CD45RA+CD45RB+CD45RC+细胞&#x7C；XXX和#x7C；细胞标记物']
C5157550	['CD4+CD45RO+细胞#x7C；血液和#x7C；细胞标记物']
C5157551	['CD4+CD45RO+细胞#x7C；体液&#x7C；细胞标记物']
C5157552	['CD4+CD45RO+细胞#x7C；骨髓和#x7C；细胞标记物']
C5157553	['CD4+CD45RO+细胞#x7C；脑脊髓液&x7C；细胞标记物']
C5157554	['CD4+CD45RO+细胞#x7C；组织和涂片&#x7C；细胞标记物']
C5157555	['CD4+CD45RO+细胞#x7C；XXX和#x7C；细胞标记物']
C5157556	['CD4+CD8+和#x7C；白细胞&#x7C；细胞标记物']
C5157557	['CD4+CD95+细胞#x7C；血液和#x7C；细胞标记物']
C5157558	['CD4+HLA-DR+细胞和#x7C；血液和#x7C；细胞标记物']
C5157560	['CD40细胞&#x7C；血液和#x7C；细胞标记物']
C5157562	['CD41细胞&#x7C；血液和#x7C；细胞标记物']
C5157563	['CD41a细胞和#x7C；血液和#x7C；细胞标记物']
C5157565	['CD42细胞&#x7C；血液和#x7C；细胞标记物']
C5157574	['CD45（淋巴结）细胞#x7C；血液和#x7C；细胞标记物']
C5157595	['CD5细胞&#x7C；血液和#x7C；细胞标记物']
C5157596	['CD5+CD19+细胞和#x7C；血液和#x7C；细胞标记物']
C5157597	['CD5+CD2-&#x7C；白细胞&#x7C；细胞标记物']
C5157598	['CD5+CD20+细胞和#x7C；血液和#x7C；细胞标记物']
C5157599	['CD5+CD20+细胞和#x7C；白细胞&#x7C；细胞标记物']
C5157600	['CD5+CD23+细胞和#x7C；血液和#x7C；细胞标记物']
C5157601	['CD5+CD25+细胞和#x7C；血液和#x7C；细胞标记物']
C5157609	['CD55和CD59红细胞#x7C；血液和#x7C；细胞标记物']
C5157610	['CD55细胞&#x7C；血液和#x7C；细胞标记物']
C5157611	['CD55粒细胞#x7C；血液和#x7C；细胞标记物']
C5157612	['CD55单核细胞#x7C；血液和#x7C；细胞标记物']
C5157613	['CD55红细胞和#x7C；血液和#x7C；细胞标记物']
C5157614	['CD55+CD59细胞&#x7C；血液和#x7C；细胞标记物']
C5157615	['CD55+CD59缺陷型红细胞+粒细胞和#x7C；血液和#x7C；细胞标记物']
C5157618	['CD56细胞&#x7C；血液和#x7C；细胞标记物']
C5157619	['CD56细胞&#x7C；XXX和#x7C；细胞标记物']
C5157622	['CD57细胞&#x7C；血液和#x7C；细胞标记物']
C5157625	['CD59细胞&#x7C；血液和#x7C；细胞标记物']
C5157626	['CD59粒细胞#x7C；血液和#x7C；细胞标记物']
C5157627	['CD59单核细胞#x7C；血液和#x7C；细胞标记物']
C5157628	['CD59红细胞和#x7C；血液和#x7C；细胞标记物']
C5157631	['CD61细胞&#x7C；血液和#x7C；细胞标记物']
C5157637	['CD64细胞&#x7C；血液和#x7C；细胞标记物']
C5157647	['CD69细胞&#x7C；血液和#x7C；细胞标记物']
C5157650	['CD7细胞&#x7C；血液和#x7C；细胞标记物']
C5157651	['CD7+CD3-#x7C；白细胞&#x7C；细胞标记物']
C5157653	['CD71细胞&#x7C；血液和#x7C；细胞标记物']
C5157660	['CD79a细胞&#x7C；血液和#x7C；细胞标记物']
C5157664	['CD8细胞&#x7C；血液和#x7C；细胞标记物']
C5157665	['CD8细胞&#x7C；XXX和#x7C；细胞标记物']
C5157666	['CD8+CD11b+细胞和#x7C；血液和#x7C；细胞标记物']
C5157667	['CD8+CD25+细胞和#x7C；血液和#x7C；细胞标记物']
C5157668	['CD8+CD28+细胞和#x7C；血液和#x7C；细胞标记物']
C5157669	['CD8+CD38+细胞和#x7C；血液和#x7C；细胞标记物']
C5157670	['CD8+CD45RA+细胞和#x7C；血液和#x7C；细胞标记物']
C5157671	['CD8+CD57+细胞和#x7C；血液和#x7C；细胞标记物']
C5157672	['CD8+CD95+细胞和#x7C；血液和#x7C；细胞标记物']
C5157673	['CD8+HLA-DR+细胞和#x7C；血液和#x7C；细胞标记物']
C5157683	['CD8-CD57+细胞和#x7C；血液和#x7C；细胞标记物']
C5157917	['电池类型&#x7C；XXX和#x7C；细胞标记物']
C5157920	['电池&#x7C；体液&#x7C；血液学和细胞计数']
C5157921	['电池&#x7C；宫颈粘液#x7C；生育测试']
C5157922	['电池&#x7C；左前房#x7C；NEI eyeGENE裂隙灯生物显微镜']
C5157923	['电池&#x7C；腹膜液#x7C；血液学和细胞计数']
C5157924	['电池&#x7C；胸膜液#x7C；血液学和细胞计数']
C5157925	['电池&#x7C；右前房#x7C；NEI eyeGENE裂隙灯生物显微镜']
C5157926	['电池&x7C；滑液&#x7C；血液学和细胞计数']
C5157927	['电池&#x7C；尿沉渣#x7C；尿液分析']
C5157948	['精子以外的细胞&#x7C；精液&#x7C；生育测试']
C5158327	['细胞。CD3+CD4+CD8+（双阳性）和#x7C；血液和#x7C；细胞标记物']
C5158561	['细胞。CD4-CD8-CD45R+TCRαβ+#x7C；血液和#x7C；细胞标记物']
C5158848	['多孔材料#x7C；微积分（石头）和#x7C；样本信息']
C5158933	['脑室衬里细胞#x7C；脑脊髓液&x7C；细胞学']
C5159000	['Chediak-Higashi细胞&#x7C；血液和#x7C；血液学和细胞计数']
C5159803	['慢性白血病标志物#x7C；XXX和#x7C；细胞标记物']
C5159882	['循环肿瘤细胞。前列腺和#x7C；血液和#x7C；化学-非挑战性']
C5160254	['线索细胞&#x7C；阴道&#x7C；微生物学']
C5160255	['线索细胞&#x7C；XXX和#x7C；微生物学']
C5160676	['柱状细胞\\/100个细胞&#x7C；支气管和#x7C；血液学和细胞计数']
C5161703	['细胞角蛋白细胞&#x7C；血液和#x7C；血液学和细胞计数']
C5161786	['巨细胞病毒包涵体#x7C；尿液和#x7C；微生物学']
C5161795	['细胞质CD179a细胞&#x7C；血液和#x7C；细胞标记物']
C5161796	['细胞质CD179a细胞&#x7C；骨髓和#x7C；细胞标记物']
C5161797	['细胞质CD179a细胞&#x7C；XXX和#x7C；细胞标记物']
C5161798	['细胞质CD22细胞#x7C；血液和#x7C；细胞标记物']
C5161799	['细胞质CD22细胞#x7C；骨髓和#x7C；细胞标记物']
C5161800	['细胞质CD22细胞#x7C；XXX和#x7C；细胞标记物']
C5161801	['细胞质CD3细胞#x7C；血液和#x7C；细胞标记物']
C5161802	['细胞质CD3细胞#x7C；骨髓和#x7C；细胞标记物']
C5161803	['细胞质CD3细胞#x7C；XXX和#x7C；细胞标记物']
C5161804	['细胞质免疫球蛋白mu细胞#x7C；血液和#x7C；细胞标记物']
C5161838	['指代细胞&#x7C；血液和#x7C；血液学和细胞计数']
C5162778	['Dohle body#x7C；血液和#x7C；血液学和细胞计数']
C5163235	['椭圆细胞&#x7C；血液和#x7C；血液学和细胞计数']
C5163435	['嗜酸性粒细胞&#x7C；血液和#x7C；血液学和细胞计数']
C5163436	['嗜酸性粒细胞&#x7C；脐带和#x7C；血液学和细胞计数']
C5163437	['嗜酸性粒细胞&#x7C；体液&#x7C；血液学和细胞计数']
C5163438	['嗜酸性粒细胞&#x7C；脑脊髓液&x7C；血液学和细胞计数']
C5163439	['嗜酸性粒细胞&#x7C；胎儿&#x7C；血液和#x7C；血液学和细胞计数']
C5163440	['嗜酸性粒细胞&#x7C；胎儿&#x7C；胸膜液#x7C；血液学和细胞计数']
C5163441	['嗜酸性粒细胞&#x7C；鼻子和#x7C；血液学和细胞计数']
C5163442	['嗜酸性粒细胞&#x7C；心包液#x7C；血液学和细胞计数']
C5163443	['嗜酸性粒细胞&#x7C；腹膜液#x7C；血液学和细胞计数']
C5163444	['嗜酸性粒细胞&#x7C；胸膜液#x7C；血液学和细胞计数']
C5163445	['嗜酸性粒细胞&#x7C；痰和#x7C；血液学和细胞计数']
C5163446	['嗜酸性粒细胞&#x7C；凳子和#x7C；血液学和细胞计数']
C5163447	['嗜酸性粒细胞&#x7C；滑液&#x7C；血液学和细胞计数']
C5163448	['嗜酸性粒细胞&#x7C；尿沉渣#x7C；血液学和细胞计数']
C5163449	['嗜酸性粒细胞&#x7C；尿沉渣#x7C；尿液分析']
C5163450	['嗜酸性粒细胞&#x7C；玻璃体液#x7C；血液学和细胞计数']
C5163451	['嗜酸性粒细胞&#x7C；XXX和#x7C；血液学和细胞计数']
C5163453	['嗜酸性粒细胞。未成熟\\/100白细胞#x7C；血液和#x7C；血液学和细胞计数']
C5163454	['嗜酸性粒细胞\\/100个细胞&#x7C；骨髓和#x7C；血液学和细胞计数']
C5163538	['上皮细胞&#x7C；血液和#x7C；血液学和细胞计数']
C5163539	['上皮细胞&#x7C；鼻子和#x7C；血液学和细胞计数']
C5163540	['上皮细胞&#x7C；精液&#x7C；生育测试']
C5163541	['上皮细胞&#x7C；凳子和#x7C；血液学和细胞计数']
C5163542	['上皮细胞&#x7C；尿液和#x7C；尿液分析']
C5163543	['上皮细胞&#x7C；尿沉渣#x7C；尿液分析']
C5163544	['上皮细胞&#x7C；阴道&#x7C；血液学和细胞计数']
C5163545	['上皮细胞&#x7C；XXX和#x7C；血液学和细胞计数']
C5163546	['上皮细胞。纤毛&#x7C；体液&#x7C；血液学和细胞计数']
C5163547	['上皮细胞。纤毛&#x7C；支气管肺泡灌洗术#x7C；血液学和细胞计数']
C5163548	['上皮细胞。肾外和#x7C；尿沉渣#x7C；尿液分析']
C5163549	['上皮细胞。非鳞状和#x7C；尿液和#x7C；尿液分析']
C5163550	['上皮细胞。非鳞状和#x7C；尿沉渣#x7C；尿液分析']
C5163551	['上皮细胞。抛物面和#x7C；阴道&#x7C；血液学和细胞计数']
C5163552	['上皮细胞。肾脏和#x7C；尿液和#x7C；尿液分析']
C5163553	['上皮细胞。肾脏和#x7C；尿沉渣#x7C；尿液分析']
C5163554	['上皮细胞。鳞状和#x7C；体液&#x7C；血液学和细胞计数']
C5163555	['上皮细胞。鳞状和#x7C；支气管肺泡灌洗术#x7C；血液学和细胞计数']
C5163556	['上皮细胞。鳞状和#x7C；痰和#x7C；血液学和细胞计数']
C5163557	['上皮细胞。鳞状和#x7C；尿液和#x7C；尿液分析']
C5163558	['上皮细胞。鳞状和#x7C；尿沉渣#x7C；尿液分析']
C5163682	['红细胞团&#x7C；尿液和#x7C；尿液分析']
C5163683	['红细胞团&#x7C；尿沉渣#x7C；尿液分析']
C5163689	['红细胞包涵体&#x7C；血液和#x7C；血液学和细胞计数']
C5163707	['红细胞&#x7C；羊水#x7C；血液学和细胞计数']
C5163708	['红细胞&#x7C；血液和#x7C；血液学和细胞计数']
C5163709	['红细胞&#x7C；脐带和#x7C；血液学和细胞计数']
C5163710	['红细胞&#x7C；体液&#x7C；血液学和细胞计数']
C5163711	['红细胞&#x7C；骨髓和#x7C；血液学和细胞计数']
C5163712	['红细胞&#x7C；支气管肺泡灌洗&#x7C；血液学和细胞计数']
C5163713	['红细胞&#x7C；脑脊髓液&x7C；血液学和细胞计数']
C5163714	['红细胞&#x7C；透析液#x7C；血液学和细胞计数']
C5163715	['红细胞&#x7C；腹膜透析液&#x7C；血液学和细胞计数']
C5163716	['红细胞&#x7C；十二指肠液#x7C；血液学和细胞计数']
C5163717	['红细胞&#x7C；胎儿&#x7C；血液和#x7C；血液学和细胞计数']
C5163718	['红细胞&#x7C；胎儿&#x7C；胸膜液#x7C；血液学和细胞计数']
C5163719	['红细胞&#x7C；胃液#x7C；血液学和细胞计数']
C5163720	['红细胞&#x7C；心包液#x7C；血液学和细胞计数']
C5163721	['红细胞&#x7C；腹膜液#x7C；血液学和细胞计数']
C5163722	['红细胞&#x7C；胸膜液#x7C；血液学和细胞计数']
C5163723	['红细胞&#x7C；前列腺液#x7C；血液学和细胞计数']
C5163724	['红细胞&#x7C；精液&#x7C；生育测试']
C5163725	['红细胞&#x7C；精浆#x7C；生育测试']
C5163726	['红细胞&#x7C；凳子和#x7C；血液学和细胞计数']
C5163727	['红细胞&#x7C；滑液&#x7C；血液学和细胞计数']
C5163728	['红细胞&#x7C；尿液和#x7C；尿液分析']
C5163729	['红细胞&#x7C；尿沉渣#x7C；尿液分析']
C5163730	['红细胞&#x7C；阴道&#x7C；血液学和细胞计数']
C5163731	['红细胞&#x7C；玻璃体液#x7C；血液学和细胞计数']
C5163732	['红细胞&#x7C；XXX和#x7C；血液学和细胞计数']
C5163741	['红细胞。变形&#x7C；尿液和#x7C；尿液分析']
C5163742	['红细胞。变形&#x7C；尿沉渣#x7C；尿液分析']
C5163750	['红细胞。新鲜\\/100个红细胞和#x7C；脑脊髓液&x7C；血液学和细胞计数']
C5163751	['红细胞。鬼细胞&#x7C；血液和#x7C；血液学和细胞计数']
C5163754	['红细胞。抗溶解性#x7C；血液和#x7C；血液学和细胞计数']
C5163771	['红系细胞&#x7C；血液或骨髓&#x7C；血液学和细胞计数']
C5164690	['薄片细胞&#x7C；血液和#x7C；细胞标记物']
C5165605	['生殖细胞。不成熟&#x7C；精液&#x7C；生育测试']
C5166079	['粒细胞&#x7C；血液和#x7C；血液学和细胞计数']
C5166080	['粒细胞&#x7C；体液&#x7C；血液学和细胞计数']
C5166081	['粒细胞&#x7C；脑脊髓液&x7C；血液学和细胞计数']
C5166082	['粒细胞&#x7C；腹膜透析液&#x7C；血液学和细胞计数']
C5166243	['毛细胞&#x7C；血液和#x7C；血液学和细胞计数']
C5166446	['亨氏机构&#x7C；血液和#x7C；血液学和细胞计数']
C5166478	['头盔电池#x7C；血液和#x7C；血液学和细胞计数']
C5166508	['造血祖细胞#x7C；血液和#x7C；血液学和细胞计数']
C5166607	['#c&血红蛋白包涵体；血液和#x7C；血液学和细胞计数']
C5167383	['组织细胞&#x7C；血液和#x7C；血液学和细胞计数']
C5167384	['组织细胞&#x7C；体液&#x7C；血液学和细胞计数']
C5167385	['组织细胞&#x7C；骨髓和#x7C；血液学和细胞计数']
C5167386	['组织细胞&#x7C；脑脊髓液&x7C；血液学和细胞计数']
C5167387	['组织细胞&#x7C；鼻子和#x7C；血液学和细胞计数']
C5167388	['组织细胞&#x7C；尿沉渣#x7C；尿液分析']
C5167637	['HLA-Ab阳性细胞#x7C；血清和#x7C；HLA抗原']
C5167747	['HLA-B27细胞&#x7C；血液和#x7C；细胞标记物']
C5167928	['HLA-DR+细胞#x7C；血液和#x7C；细胞标记物']
C5168976	['未成熟嗜碱性粒细胞&#x7C；血液和#x7C；血液学和细胞计数']
C5168977	['未成熟细胞&#x7C；血液和#x7C；血液学和细胞计数']
C5168979	['未成熟嗜酸性粒细胞&#x7C；血液和#x7C；血液学和细胞计数']
C5168980	['未成熟粒细胞#x7C；血液和#x7C；血液学和细胞计数']
C5168981	['未成熟淋巴细胞#x7C；血液和#x7C；血液学和细胞计数']
C5168982	['未成熟单核细胞#x7C；血液和#x7C；血液学和细胞计数']
C5168983	['未成熟网织红细胞&#x7C；血液和#x7C；血液学和细胞计数']
C5168997	['免疫缺陷标志物#x7C；XXX和#x7C；细胞标记物']
C5169606	['不规则收缩的细胞&#x7C；血液和#x7C；血液学和细胞计数']
C5170008	['Kappa淋巴细胞和#x7C；血液和#x7C；细胞标记物']
C5170015	['核型&#x7C；羊水#x7C；分子病理学']
C5170016	['核型&#x7C；脐带和#x7C；分子病理学']
C5170017	['核型&#x7C；血液或组织&#x7C；分子病理学']
C5170018	['核型&#x7C；骨髓和#x7C；分子病理学']
C5170019	['核型&#x7C；绒毛膜绒毛样本#x7C；分子病理学']
C5170020	['核型&#x7C；胎儿&#x7C；组织和涂片&#x7C；分子病理学']
C5170021	['核型&#x7C；概念产品&#x7C；分子病理学']
C5170022	['核型&#x7C；尿液和#x7C；分子病理学']
C5170023	['核型&#x7C；XXX和#x7C；分子病理学']
C5170451	['Lambda淋巴细胞&#x7C；血液和#x7C；细胞标记物']
C5170453	['板层体&#x7C；羊水#x7C；血液学和细胞计数']
C5170471	['大颗粒淋巴细胞&#x7C；血液和#x7C；血液学和细胞计数']
C5170472	['大的未染色细胞&#x7C；血液和#x7C；血液学和细胞计数']
C5170899	['白血病标志物#x7C；血液和#x7C；细胞标记物']
C5170900	['白血病标志物#x7C；脑脊髓液&x7C；细胞标记物']
C5170901	['白血病标志物#x7C；胸膜液#x7C；细胞标记物']
C5170903	['白细胞团&#x7C；尿液和#x7C；尿液分析']
C5170904	['白细胞团&#x7C；尿沉渣#x7C；尿液分析']
C5170915	['白细胞毒性空泡#x7C；血液和#x7C；血液学和细胞计数']
C5170916	['白细胞&#x7C；胆汁液#x7C；血液学和细胞计数']
C5170917	['白细胞&#x7C；血液和#x7C；血液学和细胞计数']
C5170918	['白细胞&#x7C；脐带和#x7C；血液学和细胞计数']
C5170919	['白细胞&#x7C；血液制品部#x7C；血液和#x7C；血液学和细胞计数']
C5170920	['白细胞&#x7C；体液&#x7C；血液学和细胞计数']
C5170921	['白细胞&#x7C；骨髓和#x7C；血液学和细胞计数']
C5170922	['白细胞&#x7C；支气管和#x7C；血液学和细胞计数']
C5170923	['白细胞&#x7C；棕黄色外套#x7C；血液学和细胞计数']
C5170924	['白细胞&#x7C；脑脊髓液&x7C；血液学和细胞计数']
C5170925	['白细胞&#x7C；宫颈和#x7C；血液学和细胞计数']
C5170926	['白细胞&#x7C；透析液#x7C；血液学和细胞计数']
C5170927	['白细胞&#x7C；腹膜透析液&#x7C；血液学和细胞计数']
C5170928	['白细胞&#x7C；Ear和#x7C；血液学和细胞计数']
C5170929	['白细胞&#x7C；胎儿&#x7C；血液和#x7C；血液学和细胞计数']
C5170930	['白细胞&#x7C；胎儿&#x7C；胸膜液#x7C；血液学和细胞计数']
C5170931	['白细胞&#x7C；胃液#x7C；血液学和细胞计数']
C5170932	['白细胞&#x7C；鼻子和#x7C；血液学和细胞计数']
C5170933	['白细胞&#x7C；心包液#x7C；血液学和细胞计数']
C5170934	['白细胞&#x7C；腹膜液#x7C；血液学和细胞计数']
C5170935	['白细胞&#x7C；胸膜液#x7C；血液学和细胞计数']
C5170936	['白细胞&#x7C；前列腺液#x7C；血液学和细胞计数']
C5170937	['白细胞&#x7C；精液&#x7C；生育测试']
C5170938	['白细胞&#x7C；精液&#x7C；血液学和细胞计数']
